Condition,OriginalReadCode,CleansedReadCode,Term
"Organic, including symptomatic, mental disorders",^ESCTVA341425,,VAD - Vascular dementia
"Organic, including symptomatic, mental disorders",E0040,E004000,Uncomplicated arteriosclerotic dementia
"Organic, including symptomatic, mental disorders",E0041,E004100,Arteriosclerotic dementia with delirium
"Organic, including symptomatic, mental disorders",E0042,E004200,Arteriosclerotic dementia with paranoia
"Organic, including symptomatic, mental disorders",E0043,E004300,Arteriosclerotic dementia with depression
"Organic, including symptomatic, mental disorders",E004,E004.00,Arteriosclerotic dementia
"Organic, including symptomatic, mental disorders",Eu01y,Eu01y00,[X]Other vascular dementia
"Organic, including symptomatic, mental disorders",^ESCTMU341426,,Multi infarct dementia
"Organic, including symptomatic, mental disorders",Eu01z,Eu01z00,"[X]Vascular dementia, unspecified"
"Organic, including symptomatic, mental disorders",^ESCTMI341423,,MID - Multi-infarct dementia
"Organic, including symptomatic, mental disorders",E004-1,E004.11,Multi infarct dementia
"Organic, including symptomatic, mental disorders",750,750..00,Lip operations
"Organic, including symptomatic, mental disorders",750z,750z.00,Lip operations NOS
"Organic, including symptomatic, mental disorders",^ESCTCE651654,,Cerebral autosomal dominant arteriopathy with subcortical infarcts and leucoencephalopathy
"Organic, including symptomatic, mental disorders",G678,G678.00,Cereb autosom dominant arteriop subcort infarcts leukoenceph
"Organic, including symptomatic, mental disorders",Eu012,Eu01200,[X]Subcortical vascular dementia
"Organic, including symptomatic, mental disorders",Eu013,Eu01300,[X]Mixed cortical and subcortical vascular dementia
"Organic, including symptomatic, mental disorders",^ESCTWE465410,,Wedge resection of lip
"Organic, including symptomatic, mental disorders",Eu02z,Eu02z00,[X] Unspecified dementia
"Organic, including symptomatic, mental disorders",^ESCTOR335044,,Organic dementia
"Organic, including symptomatic, mental disorders",F11z-1,F11z.11,Cerebral atrophy
"Organic, including symptomatic, mental disorders",E00-2,E00..12,Senile/presenile dementia
"Organic, including symptomatic, mental disorders",^ESCTCE406029,,Cerebral systemic lupus erythematosus
"Organic, including symptomatic, mental disorders",N0006-1,N000611,Systemic lupus erythematosus encephalitis
"Organic, including symptomatic, mental disorders",N0006,N000600,Cerebral lupus
"Organic, including symptomatic, mental disorders",^ESCTLU406027,,Lupus encephalopathy
"Organic, including symptomatic, mental disorders",Eu040,Eu04000,"[X]Delirium not superimposed on dementia, so described"
"Organic, including symptomatic, mental disorders",Eu04y-1,Eu04y11,[X]Delirium of mixed origin
"Organic, including symptomatic, mental disorders",Eu04z,Eu04z00,"[X]Delirium, unspecified"
"Organic, including symptomatic, mental disorders",^ESCTOR254313,,Organic brain syndrome
"Organic, including symptomatic, mental disorders",Eu04y,Eu04y00,[X]Other delirium
"Organic, including symptomatic, mental disorders",^ESCTOB254315,,OBS - Organic brain syndrome
"Organic, including symptomatic, mental disorders",Eu041,Eu04100,[X]Delirium superimposed on dementia
"Organic, including symptomatic, mental disorders",R20z,R20z.00,"[D]Senility, without psychosis NOS"
"Organic, including symptomatic, mental disorders",R20,R20..00,"[D]Senility, without mention of psychosis"
"Organic, including symptomatic, mental disorders",Eu02z-4,Eu02z14,[X] Senile dementia NOS
"Organic, including symptomatic, mental disorders",^ESCTFR322907,,Frenectomy of lip
"Organic, including symptomatic, mental disorders",75002-1,7500211,Labial frenectomy
"Organic, including symptomatic, mental disorders",^ESCTSE476308,,Senile delirium
"Organic, including symptomatic, mental disorders",^ESCTSD274844,,SD - Senile dementia
"Organic, including symptomatic, mental disorders",E00-1,E00..11,Senile dementia
"Organic, including symptomatic, mental disorders",E003,E003.00,Senile dementia with delirium
"Organic, including symptomatic, mental disorders",75053,7505300,Upper labial fraenectomy
"Organic, including symptomatic, mental disorders",E0011,E001100,Presenile dementia with delirium
"Organic, including symptomatic, mental disorders",^ESCTCH366980,,Cheiloplasty
"Organic, including symptomatic, mental disorders",R200-1,R200.11,[D]Senility
"Organic, including symptomatic, mental disorders",^ESCTUP565965,,Upper labial frenectomy
"Organic, including symptomatic, mental disorders",Fyu50,Fyu5000,[X]Other generalized epilepsy and epileptic syndromes
"Organic, including symptomatic, mental disorders",^ESCTEP387850,,EP - Epilepsy
"Organic, including symptomatic, mental disorders",Fyu51,Fyu5100,[X]Other epilepsy
"Organic, including symptomatic, mental disorders",F25,F25..00,Epilepsy
"Organic, including symptomatic, mental disorders",F25y,F25y.00,Other forms of epilepsy
"Organic, including symptomatic, mental disorders",F25z,F25z.00,Epilepsy NOS
"Organic, including symptomatic, mental disorders",^ESCTEP387849,,Epileptic
"Organic, including symptomatic, mental disorders",^ESCTEP387848,,Epileptic disorder
"Organic, including symptomatic, mental disorders",F25yz,F25yz00,Other forms of epilepsy NOS
"Organic, including symptomatic, mental disorders",R0090,R009000,[D]Toxic confusional state
"Organic, including symptomatic, mental disorders",^ESCTON455063,,On examination - delirious
"Organic, including symptomatic, mental disorders",2233,2233.00,O/E - delirious
"Organic, including symptomatic, mental disorders",E030-2,E030.12,Toxic confusional state
"Organic, including symptomatic, mental disorders",E03y1,E03y100,Organic hallucinosis syndrome
"Organic, including symptomatic, mental disorders",Eu050,Eu05000,[X]Organic hallucinosis
"Organic, including symptomatic, mental disorders",E0y,E0y..00,Other specified organic psychoses
"Organic, including symptomatic, mental disorders",E04,E04..00,Other chronic organic psychoses
"Organic, including symptomatic, mental disorders",E04z,E04z.00,Chronic organic psychosis NOS
"Organic, including symptomatic, mental disorders",E0z,E0z..00,Organic psychoses NOS
"Organic, including symptomatic, mental disorders",E0,E0...00,Organic psychotic conditions
"Organic, including symptomatic, mental disorders",E04y,E04y.00,Other specified chronic organic psychoses
"Organic, including symptomatic, mental disorders",Eu051,Eu05100,[X]Organic catatonic disorder
"Organic, including symptomatic, mental disorders",75050,7505000,Division of adhesions of lip
"Organic, including symptomatic, mental disorders",^ESCTOR502343,,Organic catatonic disorder
"Organic, including symptomatic, mental disorders",Eu052-2,Eu05212,[X]Schizophrenia-like psychosis in epilepsy
"Organic, including symptomatic, mental disorders",^ESCTPA258749,,Paranoid organic state
"Organic, including symptomatic, mental disorders",Eu223,Eu22300,[X]Paranoid state in remission
"Organic, including symptomatic, mental disorders",Eu052-1,Eu05211,[X]Paranoid organic state
"Organic, including symptomatic, mental disorders",^ESCTPA823252,,Paranoid state in remission
"Organic, including symptomatic, mental disorders",E03y0,E03y000,Organic delusional syndrome
"Organic, including symptomatic, mental disorders",Eu052,Eu05200,[X]Organic delusional [schizophrenia-like] disorder
"Organic, including symptomatic, mental disorders",Eu31y,Eu31y00,[X]Other bipolar affective disorders
"Organic, including symptomatic, mental disorders",Eu32y,Eu32y00,[X]Other depressive episodes
"Organic, including symptomatic, mental disorders",Eu32z,Eu32z00,"[X]Depressive episode, unspecified"
"Organic, including symptomatic, mental disorders",Eu3y0,Eu3y000,[X]Other single mood affective disorders
"Organic, including symptomatic, mental disorders",Eu3z,Eu3z.00,[X]Unspecified mood affective disorder
"Organic, including symptomatic, mental disorders",E11-99,E11..99,Manic-depressive psychoses
"Organic, including symptomatic, mental disorders",75052,7505200,Shave of lip
"Organic, including symptomatic, mental disorders",Eu3z-1,Eu3z.11,[X]Affective psychosis NOS
"Organic, including symptomatic, mental disorders",^ESCTDI324648,,Disorder of affect
"Organic, including symptomatic, mental disorders",Eu31,Eu31.00,[X]Bipolar affective disorder
"Organic, including symptomatic, mental disorders",Eu32,Eu32.00,[X]Depressive episode
"Organic, including symptomatic, mental disorders",Eu053,Eu05300,[X]Organic mood [affective] disorders
"Organic, including symptomatic, mental disorders",Eu31-3,Eu31.13,[X]Manic-depressive reaction
"Organic, including symptomatic, mental disorders",Eu33z-1,Eu33z11,[X]Monopolar depression NOS
"Organic, including symptomatic, mental disorders",Eu3,Eu3..00,[X]Mood - affective disorders
"Organic, including symptomatic, mental disorders",Eu31-1,Eu31.11,[X]Manic-depressive illness
"Organic, including symptomatic, mental disorders",Eu31-2,Eu31.12,[X]Manic-depressive psychosis
"Organic, including symptomatic, mental disorders",E11,E11..00,Affective psychoses
"Organic, including symptomatic, mental disorders",E11-1,E11..11,Bipolar psychoses
"Organic, including symptomatic, mental disorders",E11-2,E11..12,Depressive psychoses
"Organic, including symptomatic, mental disorders",^ESCTMO307181,,Mood disorder of depressed type
"Organic, including symptomatic, mental disorders",^ESCTDE307179,,Depressive illness
"Organic, including symptomatic, mental disorders",^ESCTOR344778,,Organic mood disorder of manic type
"Organic, including symptomatic, mental disorders",^ESCTOR287734,,Organic affective disorder
"Organic, including symptomatic, mental disorders",E11y0,E11y000,Unspecified manic-depressive psychoses
"Organic, including symptomatic, mental disorders",Eu32z-1,Eu32z11,[X]Depression NOS
"Organic, including symptomatic, mental disorders",Eu32z-2,Eu32z12,[X]Depressive disorder NOS
"Organic, including symptomatic, mental disorders",^ESCTLI396615,,Lip shave
"Organic, including symptomatic, mental disorders",^ESCTMD271798,,MDI - Manic-depressive illness
"Organic, including symptomatic, mental disorders",^ESCTDE307180,,Depressed
"Organic, including symptomatic, mental disorders",EMISICD10|F0630,,Organic manic disorder
"Organic, including symptomatic, mental disorders",E117z,E117z00,"Unspecified bipolar affective disorder, NOS"
"Organic, including symptomatic, mental disorders",E11y,E11y.00,Other and unspecified manic-depressive psychoses
"Organic, including symptomatic, mental disorders",E11z,E11z.00,Other and unspecified affective psychoses
"Organic, including symptomatic, mental disorders",E11z0,E11z000,Unspecified affective psychoses NOS
"Organic, including symptomatic, mental disorders",E11zz,E11zz00,Other affective psychosis NOS
"Organic, including symptomatic, mental disorders",E117,E117.00,Unspecified bipolar affective disorder
"Organic, including symptomatic, mental disorders",E1170,E117000,"Unspecified bipolar affective disorder, unspecified"
"Organic, including symptomatic, mental disorders",E2B,E2B..00,Depressive disorder NEC
"Organic, including symptomatic, mental disorders",Eu3y,Eu3y.00,[X]Other mood affective disorders
"Organic, including symptomatic, mental disorders",Eu3yy,Eu3yy00,[X]Other specified mood affective disorders
"Organic, including symptomatic, mental disorders",E03y2,E03y200,Organic affective syndrome
"Organic, including symptomatic, mental disorders",E11yz,E11yz00,Other and unspecified manic-depressive psychoses NOS
"Organic, including symptomatic, mental disorders",Eu31z,Eu31z00,"[X]Bipolar affective disorder, unspecified"
"Organic, including symptomatic, mental disorders",^ESCT1270383,,[X]Organic anxiety disorder
"Organic, including symptomatic, mental disorders",Eu054,Eu05400,[X]Organic anxiety disorder
"Organic, including symptomatic, mental disorders",^ESCTOR277772,,Organic anxiety disorder
"Organic, including symptomatic, mental disorders",^ESCTOR502346,,Organic dissociative disorder
"Organic, including symptomatic, mental disorders",Eu055,Eu05500,[X]Organic dissociative disorder
"Organic, including symptomatic, mental disorders",Eu056,Eu05600,[X]Organic emotionally labile [asthenic] disorder
"Organic, including symptomatic, mental disorders",^ESCTOR502348,,Organic asthenic disorder
"Organic, including symptomatic, mental disorders",R00z0-1,R00z011,[D]Memory deficit
"Organic, including symptomatic, mental disorders",Eu057,Eu05700,[X]Mild cognitive disorder
"Organic, including symptomatic, mental disorders",^ESCTBA646219,,Bad memory
"Organic, including symptomatic, mental disorders",^ESCTPO646218,,Poor memory
"Organic, including symptomatic, mental disorders",^ESCTTE454715,,Temporary memory loss
"Organic, including symptomatic, mental disorders",^ESCTME646217,,Memory problem
"Organic, including symptomatic, mental disorders",^ESCTDY646216,,Dysmnesia
"Organic, including symptomatic, mental disorders",^ESCTDI646220,,Disturbance of memory
"Organic, including symptomatic, mental disorders",^ESCTIM646215,,Impaired memory
"Organic, including symptomatic, mental disorders",^ESCTME646214,,Memory dysfunction
"Organic, including symptomatic, mental disorders",1S23,1S23.00,Memory impairment
"Organic, including symptomatic, mental disorders",28E0,28E0.00,Mild cognitive impairment
"Organic, including symptomatic, mental disorders",1B1A0,1B1A000,Temporary loss of memory
"Organic, including symptomatic, mental disorders",1B1A-3,1B1A.13,Memory disturbance
"Organic, including symptomatic, mental disorders",E2Az,E2Az.00,Nonpsychotic mental disorder post-organic brain damage NOS
"Organic, including symptomatic, mental disorders",E2A,E2A..00,Nonpsychotic mental disorders following organic brain damage
"Organic, including symptomatic, mental disorders",^ESCTNO476693,,Non-psychotic mental disorder after brain damage
"Organic, including symptomatic, mental disorders",^ESCTNO476692,,Non-psychotic psychological disorder after brain damage
"Organic, including symptomatic, mental disorders",Euz-1,Euz..11,[X]Mental illness NOS
"Organic, including symptomatic, mental disorders",E2y,E2y..00,Other specified neuroses or other mental disorders
"Organic, including symptomatic, mental disorders",^ESCTPS371466,,Psychiatric disorder
"Organic, including symptomatic, mental disorders",E2z,E2z..00,Neuroses or other mental disorder NOS
"Organic, including symptomatic, mental disorders",E2,E2...00,"Neurotic, personality and other nonpsychotic disorders"
"Organic, including symptomatic, mental disorders",^ESCTME371464,,Mental disease
"Organic, including symptomatic, mental disorders",Eu4,Eu4..00,"[X]Neurotic, stress - related and somoform disorders"
"Organic, including symptomatic, mental disorders",E2-99,E2...99,Other mental disorders
"Organic, including symptomatic, mental disorders",E2G,E2G..00,Psychic factor with disease EC
"Organic, including symptomatic, mental disorders",Euz,Euz..00,"[X]Mental disorder, not otherwise specified"
"Organic, including symptomatic, mental disorders",Ez,Ez...00,Mental disorders NOS
"Organic, including symptomatic, mental disorders",E2z-99,E2z..99,Other mental disorders NOS
"Organic, including symptomatic, mental disorders",^ESCTPS371465,,Psychiatric illness
"Organic, including symptomatic, mental disorders",Ey,Ey...00,Other specified mental disorders
"Organic, including symptomatic, mental disorders",E,E....00,Mental disorders
"Organic, including symptomatic, mental disorders",Eu46,Eu46.00,[X]Other neurotic disorders
"Organic, including symptomatic, mental disorders",E21yz,E21yz00,Other personality disorder NOS
"Organic, including symptomatic, mental disorders",Eu60z-1,Eu60z11,[X]Character neurosis NOS
"Organic, including symptomatic, mental disorders",E21,E21..00,Personality disorders
"Organic, including symptomatic, mental disorders",Eu60y-1,Eu60y11,[X]Eccentric personality disorder
"Organic, including symptomatic, mental disorders",Eu60y-2,Eu60y12,[X]Haltlose type personality disorder
"Organic, including symptomatic, mental disorders",Eu60y-3,Eu60y13,[X]Immature personality disorder
"Organic, including symptomatic, mental disorders",Eu060,Eu06000,[X]Organic personality disorder
"Organic, including symptomatic, mental disorders",Eu060-3,Eu06013,[X]Limbic epilepsy personality
"Organic, including symptomatic, mental disorders",Eu060-4,Eu06014,[X]Lobotomy syndrome
"Organic, including symptomatic, mental disorders",Eu060-2,Eu06012,[X]Frontal lobe syndrome
"Organic, including symptomatic, mental disorders",Eu60y-5,Eu60y15,[X]Passive-aggressive personality disorder
"Organic, including symptomatic, mental disorders",Eu60z-2,Eu60z12,[X]Pathological personality NOS
"Organic, including symptomatic, mental disorders",Eu060-5,Eu06015,[X]Postleucotomy syndrome
"Organic, including symptomatic, mental disorders",E21-1,E21..11,Neurotic personality disorder
"Organic, including symptomatic, mental disorders",^ESCTKL266944,,Kl+â-+ver-Bucy syndrome
"Organic, including symptomatic, mental disorders",^ESCTOR308375,,Organic personality syndrome
"Organic, including symptomatic, mental disorders",^ESCTTE266943,,Temporal lobectomy behavior syndrome
"Organic, including symptomatic, mental disorders",E21z,E21z.00,Personality disorder NOS
"Organic, including symptomatic, mental disorders",ESCTTE5-1,,Kluver-Bucy syndrome
"Organic, including symptomatic, mental disorders",ESCTTE5,,Temporal lobectomy behaviour syndrome
"Organic, including symptomatic, mental disorders",E2A0-1,E2A0.11,Lobotomy syndrome
"Organic, including symptomatic, mental disorders",Eu60,Eu60.00,[X]Specific personality disorders
"Organic, including symptomatic, mental disorders",Eu60z,Eu60z00,"[X]Personality disorder, unspecified"
"Organic, including symptomatic, mental disorders",Eu61,Eu61.00,[X]Mixed and other personality disorders
"Organic, including symptomatic, mental disorders",E2A1z,E2A1z00,Organic personality syndrome NOS
"Organic, including symptomatic, mental disorders",E2A0-2,E2A0.12,Postleucotomy syndrome
"Organic, including symptomatic, mental disorders",E2A1,E2A1.00,Organic personality syndrome
"Organic, including symptomatic, mental disorders",Eu060-1,Eu06011,[X]Organic pseudopsychopathic personality
"Organic, including symptomatic, mental disorders",E21y7-1,E21y711,Neurotic personality
"Organic, including symptomatic, mental disorders",E21y,E21y.00,Other personality disorders
"Organic, including symptomatic, mental disorders",E2A0,E2A0.00,Frontal lobe syndrome
"Organic, including symptomatic, mental disorders",Eu60y,Eu60y00,[X]Other specific personality disorders
"Organic, including symptomatic, mental disorders",Eu061,Eu06100,[X]Postencephalitic syndrome
"Organic, including symptomatic, mental disorders",E2A3,E2A3.00,Post-encephalitic syndrome
"Organic, including symptomatic, mental disorders",E2A3-1,E2A3.11,Post-encephalitis syndrome
"Organic, including symptomatic, mental disorders",Eu062-1,Eu06211,[X]Postcontusional syndrome
"Organic, including symptomatic, mental disorders",^ESCTPO315081,,Post-contusional encephalopathy
"Organic, including symptomatic, mental disorders",^ESCTNO315080,,Nonpsychotic post-traumatic brain syndrome
"Organic, including symptomatic, mental disorders",^ESCTPO315082,,Post-contusional syndrome
"Organic, including symptomatic, mental disorders",E2A2-2,E2A2.12,Post-head injury syndrome
"Organic, including symptomatic, mental disorders",^ESCTPO315077,,Postconcussion syndrome
"Organic, including symptomatic, mental disorders",E2A2,E2A2.00,Post-concussion syndrome
"Organic, including symptomatic, mental disorders",E2A2-99,E2A2.99,Post concussional syndrome
"Organic, including symptomatic, mental disorders",E2A2-1,E2A2.11,Post-traumatic brain syndrome
"Organic, including symptomatic, mental disorders",Eu062-2,Eu06212,[X]Post-traumatic brain syndrome
"Organic, including symptomatic, mental disorders",Eu062,Eu06200,[X]Postconcussional syndrome
"Organic, including symptomatic, mental disorders",^ESCTRI502344,,Right hemispheric organic affective disorder
"Organic, including symptomatic, mental disorders",Eu06y-1,Eu06y11,[X]Right hemispheric organic affective disorder
