Condition,OriginalReadCode,CleansedReadCode,Term
Arthopathies,N051C,N051C00,"Primary arthrosis of first carpometacarpal joints, bilateral"
Arthopathies,N051D,N051D00,"Localised, primary osteoarthritis of the wrist"
Arthopathies,N051F,N051F00,"Localised, primary osteoarthritis of elbow"
Arthopathies,N051G,N051G00,Osteoarthritis of spinal facet joint
Arthopathies,N051z,N051z00,"Localised, primary osteoarthritis NOS"
Arthopathies,N052,N052.00,"Localised, secondary osteoarthritis"
Arthopathies,N0520,N052000,"Localised, secondary osteoarthritis of unspecified site"
Arthopathies,N0521,N052100,"Localised, secondary osteoarthritis of the shoulder region"
Arthopathies,N0522,N052200,"Localised, secondary osteoarthritis of the upper arm"
Arthopathies,N0523,N052300,"Localised, secondary osteoarthritis of the forearm"
Arthopathies,N0524,N052400,"Localised, secondary osteoarthritis of the hand"
Arthopathies,N0525,N052500,"Localised, secondary osteoarthritis of pelvic region/thigh"
Arthopathies,N0525-1,N052511,Coxae malum senilis
Arthopathies,N0526,N052600,"Localised, secondary osteoarthritis of the lower leg"
Arthopathies,N0527,N052700,"Localised, secondary osteoarthritis of the ankle and foot"
Arthopathies,N0528,N052800,"Localised, secondary osteoarthritis of other specified site"
Arthopathies,N052z,N052z00,"Localised, secondary osteoarthritis NOS"
Arthopathies,N053,N053.00,"Localised osteoarthritis, unspecified"
Arthopathies,N0530,N053000,"Localised osteoarthritis, unspecified, of unspecified site"
Arthopathies,N0532,N053200,"Localised osteoarthritis, unspecified, of the upper arm"
Arthopathies,N0533,N053300,"Localised osteoarthritis, unspecified, of the forearm"
Arthopathies,N0534,N053400,"Localised osteoarthritis, unspecified, of the hand"
Arthopathies,N0535,N053500,"Localised osteoarthritis, unspecified, pelvic region/thigh"
Arthopathies,N0535-2,N053512,Hip osteoarthitis NOS
Arthopathies,N0536,N053600,"Localised osteoarthritis, unspecified, of the lower leg"
Arthopathies,N0536-1,N053611,Patellofemoral osteoarthritis
Arthopathies,N0537,N053700,"Localised osteoarthritis, unspecified, of the ankle and foot"
Arthopathies,N0538,N053800,"Localised osteoarthritis, unspecified, of other spec site"
Arthopathies,N0539,N053900,"Arthrosis of first carpometacarpal joint, unspecified"
Arthopathies,N053z,N053z00,"Localised osteoarthritis, unspecified, NOS"
Arthopathies,N054,N054.00,"Oligoarticular osteoarthritis, unspecified"
Arthopathies,N0540,N054000,"Oligoarticular osteoarthritis, unspec, of unspecified sites"
Arthopathies,N0541,N054100,"Oligoarticular osteoarthritis, unspecified, of shoulder"
Arthopathies,N0542,N054200,"Oligoarticular osteoarthritis, unspecified, of upper arm"
Arthopathies,N0544,N054400,"Oligoarticular osteoarthritis, unspecified, of hand"
Arthopathies,N0545,N054500,"Oligoarticular osteoarthritis, unspecified, of pelvis/thigh"
Arthopathies,N0546,N054600,"Oligoarticular osteoarthritis, unspecified, of lower leg"
Arthopathies,N0547,N054700,"Oligoarticular osteoarthritis, unspecified, of ankle/foot"
Arthopathies,N0548,N054800,"Oligoarticular osteoarthritis, unspecified, other spec sites"
Arthopathies,N0549,N054900,"Oligoarticular osteoarthritis, unspecified, multiple sites"
Arthopathies,N054z,N054z00,"Osteoarthritis of more than one site, unspecified, NOS"
Arthopathies,N05z,N05z.00,Osteoarthritis NOS
Arthopathies,N05z-1,N05z.11,Joint degeneration
Arthopathies,N05z0,N05z000,"Osteoarthritis NOS, of unspecified site"
Arthopathies,N05z4,N05z400,"Osteoarthritis NOS, of the hand"
Arthopathies,N05z4-1,N05z411,Finger osteoarthritis NOS
Arthopathies,N05z4-2,N05z412,Thumb osteoarthritis NOS
Arthopathies,N05z5,N05z500,"Osteoarthritis NOS, pelvic region/thigh"
Arthopathies,N05z5-1,N05z511,Hip osteoarthritis NOS
Arthopathies,N05z6,N05z600,"Osteoarthritis NOS, of the lower leg"
Arthopathies,N05z6-1,N05z611,Knee osteoarthritis NOS
Arthopathies,N05z7,N05z700,"Osteoarthritis NOS, of ankle and foot"
Arthopathies,N05z7-1,N05z711,Ankle osteoarthritis NOS
Arthopathies,N05z7-2,N05z712,Foot osteoarthritis NOS
Arthopathies,N05z7-3,N05z713,Toe osteoarthritis NOS
Arthopathies,N05z8,N05z800,"Osteoarthritis NOS, other specified site"
Arthopathies,N05zB,N05zB00,"Osteoarthritis NOS, of acromioclavicular joint"
Arthopathies,N05zC,N05zC00,"Osteoarthritis NOS, of elbow"
Arthopathies,N05zD,N05zD00,"Osteoarthritis NOS, of distal radio-ulnar joint"
Arthopathies,N05zE,N05zE00,"Osteoarthritis NOS, of wrist"
Arthopathies,N05zF,N05zF00,"Osteoarthritis NOS, of MCP joint"
Arthopathies,N05zG,N05zG00,"Osteoarthritis NOS, of PIP joint of finger"
Arthopathies,N05zH,N05zH00,"Osteoarthritis NOS, of DIP joint of finger"
Arthopathies,N05zJ,N05zJ00,"Osteoarthritis NOS, of hip"
Arthopathies,N05zK,N05zK00,"Osteoarthritis NOS, of sacro-iliac joint"
Arthopathies,N05zL,N05zL00,"Osteoarthritis NOS, of knee"
Arthopathies,N05zM,N05zM00,"Osteoarthritis NOS, of tibio-fibular joint"
Arthopathies,N05zN,N05zN00,"Osteoarthritis NOS, of ankle"
Arthopathies,N05zP,N05zP00,"Osteoarthritis NOS, of subtalar joint"
Arthopathies,N05zQ,N05zQ00,"Osteoarthritis NOS, of talonavicular joint"
Arthopathies,N05zR,N05zR00,"Osteoarthritis NOS, of other tarsal joint"
Arthopathies,N05zS,N05zS00,"Osteoarthritis NOS, of 1st MTP joint"
Arthopathies,N05zT,N05zT00,"Osteoarthritis NOS, of lesser MTP joint"
Arthopathies,N05zU,N05zU00,"Osteoarthritis NOS, of IP joint of toe"
Arthopathies,N05zz,N05zz00,Osteoarthritis NOS
Arthopathies,Nyu2,Nyu2.00,[X]Arthrosis
Arthopathies,Nyu20,Nyu2000,[X]Other polyarthrosis
Arthopathies,Nyu21,Nyu2100,[X]Other primary coxarthrosis
Arthopathies,Nyu22,Nyu2200,[X]Other dysplastic coxarthrosis
Arthopathies,Nyu24,Nyu2400,"[X]Other secondary coxarthrosis, bilateral"
Arthopathies,Nyu25,Nyu2500,[X]Other primary gonarthrosis
Arthopathies,Nyu25-1,Nyu2511,[X] Unilateral primary gonarthrosis
Arthopathies,Nyu27,Nyu2700,"[X]Other secondary gonarthrosis, bilateral"
Arthopathies,Nyu28,Nyu2800,[X]Other secondary gonarthrosis
Arthopathies,Nyu28-1,Nyu2811,[X] Unilateral secondary gonarthrosis
Arthopathies,Nyu29,Nyu2900,[X]Other primary arthrosis of first carpometacarpal joint
Arthopathies,Nyu2D,Nyu2D00,[X]Other specified arthrosis
Arthopathies,Nyu2E,Nyu2E00,[X]Other secondary coxarthrosis
Arthopathies,Nyu2E-1,Nyu2E11,[X] Unilateral secondary coxarthrosis
Arthopathies,M08,M08..00,Cutaneous cellulitis
Arthopathies,M09,M09..00,Cutaneous abscess
Arthopathies,N043,N043.00,Juvenile rheumatoid arthritis - Still's disease
Arthopathies,N0430,N043000,Juvenile rheumatoid arthropathy unspecified
Arthopathies,N0432,N043200,Pauciarticular juvenile rheumatoid arthritis
Arthopathies,N0433,N043300,Monarticular juvenile rheumatoid arthritis
Arthopathies,N045,N045.00,Other juvenile arthritis
Arthopathies,N0450,N045000,Juvenile ankylosing spondylitis
Arthopathies,N0451,N045100,Juvenile seronegative polyarthritis
Arthopathies,N0452,N045200,Juvenile arthritis in psoriasis
Arthopathies,N0453,N045300,Juvenile arthritis in Crohn's disease
Arthopathies,N0454,N045400,Juvenile arthritis in ulcerative colitis
Arthopathies,N0455,N045500,Juvenile rheumatoid arthritis
Arthopathies,N0456,N045600,Pauciarticular onset juvenile chronic arthritis
Arthopathies,N043z,N043z00,Juvenile rheumatoid arthritis NOS
Arthopathies,Nyu15,Nyu1500,[X]Other juvenile arthritis
