Condition,OriginalReadCode,CleansedReadCode,Term
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTTH599231,,Thrombosis of vein of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCT1210280,,Thrombophlebitis of dorsal venous arch of foot
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80zz,G80zz00,Phlebitis and thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8001,G800100,Phlebitis of the short saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTIN350079,,Inflammation of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80,G80..00,Phlebitis and thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",SP120,SP12000,Phlebitis as a complication of care
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G800-1,G800.11,Saphenous vein phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G800-2,G800.12,Saphenous vein thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8020,G802000,Thrombosis of vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80yz,G80yz00,Other phlebitis and thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8000,G800000,Phlebitis of the long saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G82y,G82y.00,Other embolism and thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",2I17,2I17.00,O/E - phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu80,Gyu8000,[X]Phlebitis+thrombophlebitis/oth deep vessls/low extremites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8013,G801300,Phlebitis of the dorsalis pedis vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8019,G801900,Thrombophlebitis of the dorsalis pedis vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G802,G802.00,Phlebitis and thrombophlebitis of the leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y7,G80y700,Thrombophlebitis of the iliac vein unspecified
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801-2,G801.12,"Deep vein thrombosis, leg"
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801-99,G801.99,Deep venous thrombosis - leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y2,G80y200,Phlebitis of the external iliac vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y8,G80y800,Phlebitis and thrombophlebitis of the iliac vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8010,G801000,Phlebitis of the femoral vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8016,G801600,Thrombophlebitis of the femoral vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y1,G80y100,Phlebitis of the internal iliac vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y4,G80y400,Thrombophlebitis of the common iliac vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y6,G80y600,Thrombophlebitis of the external iliac vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801z,G801z00,Deep vein phlebitis and thrombophlebitis of the leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801,G801.00,Deep vein phlebitis and thrombophlebitis of the leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y-1,G80y.11,Phlebitis and/or thrombophlebitis of iliac vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y0,G80y000,Phlebitis of the common iliac vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y5,G80y500,Thrombophlebitis of the internal iliac vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801-3,G801.13,DVT - Deep vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801B,G801B00,Deep vein thrombophlebitis of the leg unspecified
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",SP122,SP12200,Post operative deep vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPH477933,,Phlebitis of popliteal vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTDE727374,,Deep venous thrombosis of peroneal vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTUN836101,,Unprovoked DVT (deep vein thrombosis)
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTDV440326,,DVT - Deep vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTDE669476,,Deep venous thrombosis of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTDV669475,,DVT - Deep vein thrombosis of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTDE669477,,Deep venous thrombosis of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801C,G801C00,Deep vein thrombosis of leg related to air travel
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8011,G801100,Phlebitis of the popliteal vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8012,G801200,Phlebitis of the anterior tibial vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8014,G801400,Phlebitis of the posterior tibial vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8018,G801800,Thrombophlebitis of the anterior tibial vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801A,G801A00,Thrombophlebitis of the posterior tibial vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801E,G801E00,Deep vein thrombosis of leg related to intravenous drug use
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801G,G801G00,Recurrent deep vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801J,G801J00,Provoked deep vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801H,G801H00,Unprovoked deep vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801D-99,G801D99,Deep venous thrombosis - leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801F,G801F00,Deep vein thrombosis of peroneal vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTDE669474,,Deep venous thrombosis of lower extremity
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPR836103,,Provoked DVT (deep vein thrombosis)
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801D,G801D00,Deep vein thrombosis of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8017,G801700,Thrombophlebitis of the popliteal vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G801-1,G801.11,Deep vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTRE766507,,Recurrent DVT (deep vein thrombosis)
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y9,G80y900,Thrombophlebitis of the breast - Mondor's disease
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPE374589,,Penile venous thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTMO363743,,Mondor's disease of breast
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G824,G824.00,Axillary vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G82z1-1,G82z111,Penis vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80y9-1,G80y911,Mondor's disease
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTTH374587,,Thrombosis of penile vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTMO363742,,Mondor's disease
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G80-99,G80..99,Superficial thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTSU253850,,Superficial phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTSU253849,,Superficial thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G820,G820.00,Budd - Chiari syndrome (hepatic vein thrombosis)
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G82z0-1,G82z011,Embolism of vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G820-2,G820.12,Stuart-Brass syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTEM505938,,Embolus of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G820-1,G820.11,Hepatic vein thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu82,Gyu8200,[X]Embolism and thrombosis of other specified veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOB384016,,Obstruction of hepatic veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G82z0,G82z000,Embolus of vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTBU384017,,Budd Chiari syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTMI300415,,Migratory thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTTR300414,,Trousseau's syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G821,G821.00,Thrombophlebitis migrans
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G822,G822.00,Embolism and thrombosis of the vena cava
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8220,G822000,Thrombosis of inferior vena cava
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G823,G823.00,Embolism and thrombosis of the renal vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G825,G825.00,Thrombosis of subclavian vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G826,G826.00,Thrombosis of internal jugular vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G827,G827.00,Thrombosis of external jugular vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G834,G834.00,Varicose veins of leg without mention of complications
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85z,G85z.00,Other varicose veins NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M271-3,M271.13,Leg ulcer NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85,G85..00,Other varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G837-99,G837.99,Varicose ulcer of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTVA368502,,Varix of lower extremity
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTBL477958,,Bleeding varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTMI512640,,Mixed arteriovenous leg ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85-2,G85..12,Varices - other
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G83,G83..00,Varicose veins of the legs
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPH368501,,Phlebectasia of lower extremity
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTON455693,,On examination - varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTGR667097,,Gravitational ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTIN254078,,Infected ulcer of skin
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTVA368504,,Varicose veins of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M273,M273.00,Non-healing leg ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M274,M274.00,Recurrent leg ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8341,G834100,Varicose veins of leg with short saphenous vein distribution
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M2714,M271400,Mixed venous and arterial leg ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu86,Gyu8600,[X]Varicose veins of other specified sites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTRU477957,,Ruptured varicose vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTVA440339,,Varicosities
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTST667096,,Stasis ulcer of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M07z-2,M07z.12,Infected skin ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",2482,2482.00,O/E - varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8340,G834000,Varicose veins of leg with long saphenous vein distribution
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G83-99,G83..99,Varicose veins of legs
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G830-99,G830.99,Varicose ulcer of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G837,G837.00,Venous ulcer of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G83-98,G83..98,Simple varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85y,G85y.00,Other specified varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G83-97,G83..97,Varicose veins NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G830,G830.00,Varicose veins of the leg with ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTUL405515,,Ulcer of lower extremity
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTVA440338,,Varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTUL405516,,Ulcer of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G83z,G83z.00,Varicose veins of the leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G833-99,G833.99,Ruptured varicose veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G833,G833.00,Varicose veins of the leg with rupture
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M2715,M271500,Venous ulcer of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTVA628947,,Varicose dermatitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTVA557554,,Varicose eczema leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTVE628946,,Venous eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTST307196,,Stasis eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTST307195,,Stasis dermatitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G831-99,G831.99,Varicose eczema - leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G831,G831.00,Varicose veins of the leg with eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G836,G836.00,Varicose vein of leg with phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G831-1,G831.11,Varicose eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M1y2,M1y2.00,Gravitational eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Myu22,Myu2200,[X]Exacerbation of eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTUL405518,,Ulcer of foot
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G832-99,G832.99,Varicose ulcer + inflammation
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G832,G832.00,Varicose veins of the leg with ulcer and eczema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M271-1,M271.11,Foot ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G835,G835.00,Infected varicose ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G858,G858.00,Oesophageal varices NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOE278104,,Oesophageal varices with haemorrhage
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES296065,,Esophageal varix
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTBO278108,,BOV - Bleeding esophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES274162,,Esophageal hemorrhage
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES278107,,Esophageal varices with bleeding
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOE274160,,Oesophageal bleeding
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHE274161,,Hemorrhage of esophagus
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOU299671,,OU - Esophageal ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTBL278102,,Bleeding esophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOV296063,,OV - Oesophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOE299668,,Oesophageal ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu94,Gyu9400,[X]Oesophageal varices in diseases classified elsewhere
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES274165,,Esophageal bleeding
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES299669,,Esophageal ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOV296066,,OV - Esophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTUL299667,,Ulcer of esophagus
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTBL278101,,Bleeding oesophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",J102,J102.00,Ulcer of oesophagus
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",J10y0,J10y000,Haemorrhage of oesophagus
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTBO278106,,BOV - Bleeding oesophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOU299670,,OU - Oesophageal ulcer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G850,G850.00,Oesophageal varices with bleeding
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G85-1,G85..11,Oesophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES296062,,Esophageal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES278103,,Esophageal varices with hemorrhage
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",J102z,J102z00,Ulcer of oesophagus NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOE274164,,Oesophageal haemorrhage
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOE296064,,Oesophageal varix
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTES272529,,Esophageal varices without bleeding
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G851,G851.00,Oesophageal varices without bleeding
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G853,G853.00,Sublingual varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTSC325768,,Scrotal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G854-1,G854.11,Varicocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G854,G854.00,Scrotal varices - varicocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G854-99,G854.99,Varicocele - scrotal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G855,G855.00,Pelvic varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G855-1,G855.11,Broad ligament varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G856,G856.00,Vulval varices - non obstetric
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G856-1,G856.11,Perineal varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G857,G857.00,Gastric varices
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTGA398047,,Gastric varix
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",J57yA,J57yA00,Ulceration of intestine NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G72yz,G72yz00,Other aneurysm NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G72z,G72z.00,Aneurysm NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTON455700,,On examination - caput medusae
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",2485,2485.00,O/E - caput medusae
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G72,G72..00,Other aneurysm
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu8A,Gyu8A00,"[X]Disorder of vein, unspecified"
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8X,G8X..00,"Disorder of vein, unspecified"
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCT1193026,,Postthrombotic syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y1,G8y1.00,Postphlebitic syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y1-99,G8y1.99,Post-phlebitic syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu87,Gyu8700,[X]Other specified disorders of veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPO282462,,Postthrombotic syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y4,G8y4.00,Postthrombotic syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",R0234,R023400,[D]Peripheral oedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCT1190564,,Peripheral edema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTUN455222,,Unilateral leg edema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTEX273033,,Extrinsic stricture of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTED730864,,Edema of extremity with extension to trunk
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTOE730320,,Oedema of entire limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTED727219,,Edema of calf
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTEX273032,,Extrinsic compression of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y22-1,G8y2211,SVCO - Superior vena cava obstruction
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y20,G8y2000,Stricture of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTED730321,,Edema of entire limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y22,G8y2200,Superior vena cava syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y21,G8y2100,Inferior vena cava syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",22C40,22C4000,Unilateral leg oedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y6,G8y6.00,Subclavian vein stenosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y5,G8y5.00,Internal jugular vein stenosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",EMISNQLI76,,Limb oedema extending to limb root
