Condition,OriginalReadCode,CleansedReadCode,Term
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTTR642639,,Tricuspid valvoplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTTA254516,,Tarry stools
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTUP310220,,Upper GI - gastrointestinal haemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTOP369570,,Operative procedure on heart valve
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTFA671778,,Faeces: blood
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTBL671777,,Blood in feces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTAL254517,,Altered blood passed per rectum
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTHE671770,,Hematochezia
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTPE270951,,Peptic ulceration
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTBR671775,,BRBPR - Bright red blood per rectum
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTBL527442,,Blood in feces symptom
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCT1177678,,Fresh blood passed per rectum
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTOP355585,,Operative procedure on heart
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTHE263982,,Hematemesis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTCH329662,,Chronic peptic ulcer with hemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTFE671776,,Feces: blood
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTUP310216,,Upper gastrointestinal bleeding
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCT1271942,,Valvuloplasty of heart NEC
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",79182,7918200,Annuloplasty of valve of heart NEC
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",791y,791y.00,Heart valve or adjacent structures operations OS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1311,J131100,Chronic peptic ulcer with haemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",1994-1,1994.11,Blood in vomit - symptom
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",4737-1,4737.11,Melaena - O/E of faeces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",79z,79z..00,Heart operations NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J681,J681.00,Melaena
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",19E6-1,19E6.11,Blood in faeces symptom
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J68z2,J68z200,Upper gastrointestinal haemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",4762-1,4762.11,Blood in faeces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1311-99,J131199,PU - chronic + haemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J680-1,J680.11,Vomiting of blood
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",79125,7912500,Tricuspid valvuloplasty NEC
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTPU270953,,PU - Peptic ulcer
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTPA671774,,Passage of bloody stools
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTBR671772,,Bright red blood in stool
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTUP310221,,Upper GI - gastrointestinal hemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTTV642638,,TVP - Tricuspid valve plasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J13y2,J13y200,Unspecified peptic ulcer with perforation
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J13z,J13z.00,Peptic ulcer NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",19E6-2,19E6.12,Haematochezia
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J680,J680.00,Haematemesis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",791z,791z.00,Heart valve and adjacent structures operations NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",19E6,19E6.00,Blood in faeces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTUP310217,,Upper GI hemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTME557666,,Melaena on examination of faeces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",793,793..00,Other parts of heart and pericardium operations
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",793z,793z.00,Other parts of heart and pericardium operations NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J13y,J13y.00,Unspecified peptic ulcer
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTME254515,,Melena
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTME557664,,Melena - O/E of feces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J13-99,J13..99,Peptic ulcer NOS = PU
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",7912-2,7912.12,Tricuspid valvuloplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTPE270950,,Peptic ulcer disease
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTME557665,,Melena on examination of feces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTCA355586,,Cardiac surgery procedure
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTVO263983,,Vomiting of blood
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTBL254519,,"Black, tarry stool"
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J179,J179.00,Perforation of stomach
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1312-99,J131299,PU - chronic + perforation
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",EMISNQPE39,,Perforation of stomach
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1312,J131200,Chronic peptic ulcer with perforation
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",79144,7914400,Valvuloplasty of heart NEC
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTTR361990,,Transluminal cardiac valvoplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTPE361988,,Percutaneous valvuloplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTPE361991,,Percutaneous cardiac valvuloplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",79181,7918100,Annuloplasty of tricuspid valve
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",79124,7912400,Repositioning of tricuspid valve
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1313,J131300,Chronic peptic ulcer with haemorrhage AND perforation
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1313-99,J131399,PU - chronic + h'ge + perf.
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCTCH349602,,Chronic peptic ulcer with hemorrhage AND perforation
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",79194,7919400,Percutaneous transluminal valvuloplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1310,J131000,Chronic peptic ulcer without mention of complication
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J131y,J131y00,Chronic peptic ulcer unspecified
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",^ESCT1272973,,Chronic peptic ulcer NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J131z-99,J131z99,PU - chronic NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J131z,J131z00,Chronic peptic ulcer NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1314,J131400,Chronic peptic ulcer with obstruction
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J131,J131.00,Chronic peptic ulcer
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J13y4,J13y400,Unspecified peptic ulcer with obstruction
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",K21,K21..00,Prostate inflammatory diseases
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",G24,G24..00,Secondary hypertension
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",G25,G25..00,Stage 1 hypertension (NICE - Nat Ins for Hth Clin Excl 2011)
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J157,J157.00,Duodenitis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1544,J154400,Helicobacter gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1540,J154000,Allergic gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",ZV653-6,ZV65316,[V]Dietary counselling in gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",A0743-3,A074313,Helicobacter gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J156,J156.00,Gastroduodenitis unspecified
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J151,J151.00,Chronic gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1510,J151000,Chronic atrophic gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J15,J15..00,Gastritis and duodenitis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1542,J154200,Irritant gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1543,J154300,Corrosive gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J155,J155.00,Gastritis unspecified
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J153,J153.00,Alcoholic gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J152,J152.00,Gastric mucosal hypertrophy
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1511,J151100,Chronic inflammatory gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1541,J154100,Bile induced gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J123,J123.00,Duodenal erosion
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J154,J154.00,Other specified gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1512,J151200,Chronic superficial gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",1957,1957.00,Gastric reflux
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1011-2,J101112,Gastro-oesophageal reflux with oesophagitis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1011,J101100,Reflux oesophagitis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1011-1,J101111,Acid reflux
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L1-1,760L111,Antireflux procedure using thoracic approach NEC
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",171J,171J.00,Reflux cough
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L3-1,760L311,Antireflux gastroplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L3,760L300,Antireflux gastropexy
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L-1,760L.11,Oesophageal reflux operations
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L1,760L100,Antireflux operation using thoracic approach NEC
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L0,760L000,Antireflux fundoplication using thoracic approach
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J1011-3,J101113,Oesophageal reflux with oesophagitis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L4,760L400,Antireflux procedure and gastroplasty HFQ
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760M,760M.00,Revision of antireflux operations
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L,760L.00,Antireflux operations
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760L2,760L200,Antireflux fundoplication using abdominal approach
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J11z-1,J11z.11,Gastric erosions
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",Jyu13,Jyu1300,[X]Other gastritis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J4z0,J4z0.00,Non-infective gastritis NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J15z,J15z.00,Gastritis and duodenitis NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J151z,J151z00,Chronic gastritis NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J154z,J154z00,Other specified gastritis NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760Lz,760Lz00,Antireflux operation NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J10y5,J10y500,Laryngopharyngeal reflux
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760Mz,760Mz00,Revision of antireflux operation NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J10y4-2,J10y412,Gastro-oesophageal reflux
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J10y4-3,J10y413,Acid reflux
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J10y4,J10y400,Oesopheal reflux without mention of oesophagitis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",J10y4-1,J10y411,Oesophageal reflux
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",760Ly,760Ly00,Other specified antireflux operation
