Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Other forms of heart disease,2533629016,414588000,2533629016,9On1,9On1.00,Left ventricular dysfunction monitoring second letter
Other forms of heart disease,2533630014,414589008,2533630014,9On2,9On2.00,Left ventricular dysfunction monitoring third letter
Other forms of heart disease,2549089012,416573008,2549089012,9On3,9On3.00,Left ventricular dysfunction monitoring verbal invite
Other forms of heart disease,407001000000113,716411000000109,1568961000000117,9On4,9On4.00,Left ventricular dysfunction monitoring telephone invitation
Other forms of heart disease,308231000000118,713791000000101,1565031000000115,9Or,9Or..00,Heart failure monitoring administration
Other forms of heart disease,308261000000111,202231000000106,308261000000111,9Or0,9Or0.00,Heart failure review completed
Other forms of heart disease,406801000000118,717531000000102,1570071000000118,9Or1,9Or1.00,Heart failure monitoring telephone invitation
Other forms of heart disease,407041000000111,717501000000108,1570041000000112,9Or2,9Or2.00,Heart failure monitoring verbal invitation
Other forms of heart disease,407061000000112,716971000000109,1569521000000114,9Or3,9Or3.00,Heart failure monitoring first letter
Other forms of heart disease,407081000000115,717191000000108,1569731000000119,9Or4,9Or4.00,Heart failure monitoring second letter
Other forms of heart disease,407101000000114,716621000000101,1569171000000116,9Or5,9Or5.00,Heart failure monitoring third letter
Other forms of heart disease,72934016,43736008,72934016,G1yz1,G1yz100,Rheumatic left ventricular failure
Other forms of heart disease,728671000006119,83105008,1236017010,G2101,G210100,Malignant hypertensive heart disease with congestive cardiac failure
Other forms of heart disease,728671000006119,83105008,1236017010,^ESCTMA385250,,Malignant hypertensive heart disease with congestive cardiac failure
Other forms of heart disease,504901000006118,194767001,299653017,G2111,G211100,Benign hypertensive heart disease with congestive cardiac failure
Other forms of heart disease,741681000006111,64715009,107545013,G21zz,G21zz00,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,^ESCTHH355253,,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,G21z,G21z.00,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,G21z1,G21z100,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,G21z0,G21z000,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,^ESCTHY355250,,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,G21,G21..00,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,^ESCTHY355252,,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741681000006111,64715009,107545013,^ESCTHY355251,,Hypertensive heart disease NOS with CCF
Other forms of heart disease,741701000006114,194779001,299672017,G232,G232.00,Hypertensive heart and renal disease with (congestive) heart failure
Other forms of heart disease,789941000006117,194781004,299674016,G234,G234.00,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure
Other forms of heart disease,82584011,49584005,82584011,G400,G400.00,Acute cor pulmonale
Other forms of heart disease,132655012,79955004,132655012,^ESCTCO380029,,Chronic cor pulmonale
Other forms of heart disease,132655012,79955004,132655012,G41z-1,G41z.11,Chronic cor pulmonale
Other forms of heart disease,132655012,79955004,132655012,G41z-99,G41z.99,Chronic cor pulmonale
Other forms of heart disease,1778488011,399020009,1778488011,^ESCTCO661590,,Congestive cardiomyopathy
Other forms of heart disease,1778488011,399020009,1778488011,^ESCTCC661587,,Congestive cardiomyopathy
Other forms of heart disease,1778488011,399020009,1778488011,^ESCTCO661588,,Congestive cardiomyopathy
Other forms of heart disease,1778488011,399020009,1778488011,G5540,G554000,Congestive cardiomyopathy
Other forms of heart disease,1778488011,399020009,1778488011,^ESCTDC661589,,Congestive cardiomyopathy
Other forms of heart disease,1778488011,399020009,1778488011,^ESCTDI661585,,Congestive cardiomyopathy
Other forms of heart disease,350413012,233871002,350413012,G5540-1,G554011,Congestive obstructive cardiomyopathy
Other forms of heart disease,139475013,84114007,139475013,G58z,G58z.00,Heart failure
Other forms of heart disease,139475013,84114007,139475013,G58z-2,G58z.12,Heart failure
Other forms of heart disease,139475013,84114007,139475013,^ESCTCA386835,,Heart failure
Other forms of heart disease,139475013,84114007,139475013,^ESCTWE386832,,Heart failure
Other forms of heart disease,139475013,84114007,139475013,^ESCTMY386831,,Heart failure
Other forms of heart disease,139475013,84114007,139475013,^ESCTHF386834,,Heart failure
Other forms of heart disease,139475013,84114007,139475013,G58-1,G58..11,Heart failure
Other forms of heart disease,139475013,84114007,139475013,G58z-1,G58z.11,Heart failure
Other forms of heart disease,139475013,84114007,139475013,G58,G58..00,Heart failure
Other forms of heart disease,139482012,84114007,139482012,G58z,G58z.00,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,G58z-2,G58z.12,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,^ESCTCA386835,,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,^ESCTWE386832,,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,^ESCTMY386831,,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,^ESCTHF386834,,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,G58-1,G58..11,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,G58z-1,G58z.11,Cardiac failure
Other forms of heart disease,139482012,84114007,139482012,G58,G58..00,Cardiac failure
Other forms of heart disease,70653017,42343007,70653017,^ESCTCH318256,,Congestive heart failure
Other forms of heart disease,70653017,42343007,70653017,^ESCTCO318254,,Congestive heart failure
Other forms of heart disease,70653017,42343007,70653017,^ESCTCO318253,,Congestive heart failure
Other forms of heart disease,70653017,42343007,70653017,^ESCTCC318255,,Congestive heart failure
Other forms of heart disease,70653017,42343007,70653017,G580-1,G580.11,Congestive heart failure
Other forms of heart disease,70653017,42343007,70653017,G580,G580.00,Congestive heart failure
Other forms of heart disease,493287011,42343007,70653017,^ESCTCH318256,,Congestive cardiac failure
Other forms of heart disease,493287011,42343007,70653017,^ESCTCO318254,,Congestive cardiac failure
Other forms of heart disease,493287011,42343007,70653017,^ESCTCO318253,,Congestive cardiac failure
Other forms of heart disease,493287011,42343007,70653017,^ESCTCC318255,,Congestive cardiac failure
Other forms of heart disease,493287011,42343007,70653017,G580-1,G580.11,Congestive cardiac failure
Other forms of heart disease,493287011,42343007,70653017,G580,G580.00,Congestive cardiac failure
Other forms of heart disease,206703015,128404006,206703015,G580-2,G580.12,Right heart failure
Other forms of heart disease,490972013,367363000,490972013,G584,G584.00,Right ventricular failure
Other forms of heart disease,490972013,367363000,490972013,G580-3,G580.13,Right ventricular failure
Other forms of heart disease,510016018,92506005,153058012,^ESCTBI400530,,Biventricular congestive heart failure
Other forms of heart disease,510016018,92506005,153058012,G580-4,G580.14,Biventricular congestive heart failure
Other forms of heart disease,18472010,10633002,18472010,G5800,G580000,Acute congestive heart failure
Other forms of heart disease,147247018,88805009,147247018,G5801,G580100,Chronic congestive heart failure
Other forms of heart disease,300179017,195111005,300179017,G5802,G580200,Decompensated cardiac failure
Other forms of heart disease,300180019,195112003,300180019,G5803,G580300,Compensated cardiac failure
Other forms of heart disease,2675255018,426611007,2675255018,G5804,G580400,Congestive heart failure due to valvular disease
Other forms of heart disease,141306010,85232009,141306010,^ESCTLE388604,,Left ventricular failure
Other forms of heart disease,141306010,85232009,141306010,^ESCTLV388607,,Left ventricular failure
Other forms of heart disease,141306010,85232009,141306010,^ESCTLE388606,,Left ventricular failure
Other forms of heart disease,141306010,85232009,141306010,G581,G581.00,Left ventricular failure
Other forms of heart disease,1495417010,71892000,119456014,G581-1,G581.11,Cardiac asthma
Other forms of heart disease,1495417010,71892000,119456014,^ESCTAS366942,,Cardiac asthma
Other forms of heart disease,1490256017,40541001,492666016,H584,H584.00,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,G581-2,G581.12,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,^ESCTPU315273,,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,^ESCTAC315271,,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,H584-1,H584.11,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,H584z,H584z00,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,^ESCTPU315272,,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,^ESCTAC315270,,Acute pulmonary oedema
Other forms of heart disease,1490256017,40541001,492666016,^ESCTAC315269,,Acute pulmonary oedema
Other forms of heart disease,411506018,275514001,411506018,^ESCTIM557399,,Impaired left ventricular function
Other forms of heart disease,411506018,275514001,411506018,33BA,33BA.00,Impaired left ventricular function
Other forms of heart disease,411506018,275514001,411506018,G581-3,G581.13,Impaired left ventricular function
Other forms of heart disease,300190010,195114002,300190010,G5810,G581000,Acute left ventricular failure
Other forms of heart disease,94251011,56675007,94251011,G582,G582.00,Acute heart failure
Other forms of heart disease,1816101000006112,367363000,490972013,G584,G584.00,Right ventricular failure
Other forms of heart disease,1816101000006112,367363000,490972013,G580-3,G580.13,Right ventricular failure
Other forms of heart disease,395772015,84114007,139475013,G58z,G58z.00,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,G58z-2,G58z.12,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,^ESCTCA386835,,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,^ESCTWE386832,,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,^ESCTMY386831,,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,^ESCTHF386834,,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,G58-1,G58..11,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,G58z-1,G58z.11,Heart failure NOS
Other forms of heart disease,395772015,84114007,139475013,G58,G58..00,Heart failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,G58z,G58z.00,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,G58z-2,G58z.12,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,^ESCTCA386835,,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,^ESCTWE386832,,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,^ESCTMY386831,,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,^ESCTHF386834,,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,G58-1,G58..11,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,G58z-1,G58z.11,Cardiac failure NOS
Other forms of heart disease,223981000000118,84114007,139482012,G58,G58..00,Cardiac failure NOS
Other forms of heart disease,216207010,134401001,216207010,G5yy9,G5yy900,Left ventricular systolic dysfunction
Other forms of heart disease,1489358014,395704004,1489358014,G5yyA,G5yyA00,Left ventricular diastolic dysfunction
Other forms of heart disease,316833010,206586007,316833010,Q48y1,Q48y100,Congenital cardiac failure
Other forms of heart disease,412678013,276514007,412678013,^ESCTCA558637,,Neonatal cardiac failure
Other forms of heart disease,412678013,276514007,412678013,Q490,Q490.00,Neonatal cardiac failure
Other forms of heart disease,394276014,265472007,394276014,7910,7910.00,Plastic repair of mitral valve
Other forms of heart disease,394276014,265472007,394276014,7910y,7910y00,Plastic repair of mitral valve
Other forms of heart disease,394276014,265472007,394276014,7910z,7910z00,Plastic repair of mitral valve
Other forms of heart disease,1478969019,384642005,1478969019,^ESCTVA642635,,Mitral valvuloplasty
Other forms of heart disease,1478969019,384642005,1478969019,^ESCTMI642633,,Mitral valvuloplasty
Other forms of heart disease,1478969019,384642005,1478969019,7910-1,7910.11,Mitral valvuloplasty
Other forms of heart disease,1478969019,384642005,1478969019,79104,7910400,Mitral valvuloplasty
Other forms of heart disease,1478969019,384642005,1478969019,^ESCTMV642634,,Mitral valvuloplasty
Other forms of heart disease,88255012,53059001,88255012,^ESCTMV336037,,Replacement of mitral valve
Other forms of heart disease,88255012,53059001,88255012,^ESCTEX336036,,Replacement of mitral valve
Other forms of heart disease,88255012,53059001,88255012,7910-2,7910.12,Replacement of mitral valve
Other forms of heart disease,88255012,53059001,88255012,79103,7910300,Replacement of mitral valve
Other forms of heart disease,478011000006110,174918001,270924018,79100,7910000,Allograft replacement of mitral valve
Other forms of heart disease,478011000006110,174918001,270924018,^ESCTHO466456,,Allograft replacement of mitral valve
Other forms of heart disease,478011000006110,174918001,270924018,^ESCTAL466457,,Allograft replacement of mitral valve
Other forms of heart disease,55901000006111,174919009,270925017,79101,7910100,Xenograft replacement of mitral valve
Other forms of heart disease,55901000006111,174919009,270925017,^ESCTXE466458,,Xenograft replacement of mitral valve
Other forms of heart disease,55901000006111,174919009,270925017,^ESCTPE466459,,Xenograft replacement of mitral valve
Other forms of heart disease,204181000006117,431339008,2768408010,79102-4,7910214,Mechanical prosthetic mitral valve replacement
Other forms of heart disease,204181000006117,431339008,2768408010,79102-3,7910213,Mechanical prosthetic mitral valve replacement
Other forms of heart disease,204181000006117,431339008,2768408010,79102,7910200,Mechanical prosthetic mitral valve replacement
Other forms of heart disease,514511000006110,232773001,348739017,79102-1,7910211,Bjork-Shiley prosthetic replacement of mitral valve
Other forms of heart disease,514511000006110,232773001,348739017,79102-2,7910212,Bjork-Shiley prosthetic replacement of mitral valve
Other forms of heart disease,348739017,232773001,348739017,79102-1,7910211,Bjork-Shiley prosthetic replacement of mitral valve
Other forms of heart disease,348739017,232773001,348739017,79102-2,7910212,Bjork-Shiley prosthetic replacement of mitral valve
Other forms of heart disease,538921000006110,431339008,2768408010,79102-4,7910214,Carpentier prosthetic replacement of mitral valve
Other forms of heart disease,538921000006110,431339008,2768408010,79102-3,7910213,Carpentier prosthetic replacement of mitral valve
Other forms of heart disease,538921000006110,431339008,2768408010,79102,7910200,Carpentier prosthetic replacement of mitral valve
Other forms of heart disease,636731000006119,431339008,2768408010,79102-4,7910214,Edwards prosthetic replacement of mitral valve
