Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Disorders of thryoid gland,554221000006113,84362007,139911019,C053,C053.00,Chronic fibrous thyroiditis
Disorders of thryoid gland,292435019,45053005,75139015,C05y,C05y.00,Other and unspecified chronic thyroiditis
Disorders of thryoid gland,355987012,237538007,355987012,C05y4,C05y400,Chronic thyroiditis with transient thyrotoxicosis
Disorders of thryoid gland,292437010,82119001,136211012,C05z,C05z.00,Thyroiditis NOS
Disorders of thryoid gland,292448015,190309006,292448015,C06y1,C06y100,Thyroid atrophy
Disorders of thryoid gland,88781000006119,82598004,505169010,C1343,C134300,TSH - thyroid-stimulating hormone deficiency
Disorders of thryoid gland,413721000006119,40930008,68268011,Cyu11,Cyu1100,[X]Other sp cified hypothyroidism
Disorders of thryoid gland,293750016,90739004,150375010,Cyu13,Cyu1300,[X]Other thyrotoxicosis
Disorders of thryoid gland,293751017,45053005,75139015,Cyu14,Cyu1400,[X]Other chronic thyroiditis
Disorders of thryoid gland,542671000006117,192816007,297016016,F11x5,F11x500,Cerebral degeneration due to myxoedema
Disorders of thryoid gland,297588017,193212008,297588017,F3814,F381400,Myasthenic syndrome due to hypothyroidism
Disorders of thryoid gland,297591017,193214009,297591017,F3816,F381600,Myasthenic syndrome due to thyrotoxicosis
Disorders of thryoid gland,682701000006117,87844004,507778013,F3953,F395300,Myopathy due to myxoedema
Disorders of thryoid gland,1233040016,68437005,1233040016,F3954,F395400,Myopathy due to thyrotoxicosis
Disorders of thryoid gland,33469013,19885005,33469013,F4G20,F4G2000,Thyrotoxic exophthalmos
Disorders of thryoid gland,379441000006115,509381000000104,1132591000000116,FyuBD,FyuBD00,[X]Dysthyroid exophthalmos
Disorders of thryoid gland,100438013,60446003,100438013,G5575,G557500,Thyrotoxic heart disease
