Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
"Disease of arteries, arterioles and capilleries",496971000006110.0,F4211-2,F421112,95691008.0,158518015.0,I708,Atheroscleritic retinopathy
"Disease of arteries, arterioles and capilleries",497011000006117.0,F4211,F421100,95691008.0,158518015.0,I708,Atherosclerotic retinopathy
"Disease of arteries, arterioles and capilleries",4061031000006118.5,^ESCTAR406103,,95691008.0,158518015.0,I708,Arteriosclerotic retinopathy
"Disease of arteries, arterioles and capilleries",223851000000119.0,F4211-1,F421111,95691008.0,158518015.0,I708,Arterosclerotic retinopathy
"Disease of arteries, arterioles and capilleries",4061041000006111.0,^ESCTRE406104,,95691008.0,158519011.0,I708,Retinal arteriosclerosis
"Disease of arteries, arterioles and capilleries",5886761000006114.0,^ESCTCA588676,,300920004.0,442118013.0,I708,Carotid artery atheroma
"Disease of arteries, arterioles and capilleries",300200014.0,G5y2,G5y2.00,72092001.0,119795011.0,I709,Cardiovascular arteriosclerosis unspecified
"Disease of arteries, arterioles and capilleries",300959012.0,Gyu70,Gyu7000,72092001.0,119795011.0,I709,[X]Atherosclerosis of other arteries
"Disease of arteries, arterioles and capilleries",491581000006110.0,G70-1,G70..11,72092001.0,119795011.0,I709,Arteriosclerosis
"Disease of arteries, arterioles and capilleries",496981000006113.0,G70,G70..00,72092001.0,119795011.0,I709,Atherosclerosis
"Disease of arteries, arterioles and capilleries",496991000006111.0,G342,G342.00,72092001.0,119795011.0,I709,Atherosclerotic cardiovascular disease
"Disease of arteries, arterioles and capilleries",300436010.0,G70z,G70z.00,72092001.0,119795011.0,I709,Arteriosclerotic vascular disease NOS
"Disease of arteries, arterioles and capilleries",300435014.0,G70y,G70y.00,50808002.0,84675016.0,I709,Other specified artery atheroma
"Disease of arteries, arterioles and capilleries",300479012.0,G72y,G72y.00,233981004.0,350576010.0,I720,Aneurysm of other artery
"Disease of arteries, arterioles and capilleries",300480010.0,G72y3,G72y300,301432000.0,442728013.0,I720,Aneurysm of neck artery NOS
"Disease of arteries, arterioles and capilleries",300484018.0,G72yz,G72yz00,432119003.0,2766245010.0,I720,Other aneurysm NOS
"Disease of arteries, arterioles and capilleries",300485017.0,G72z,G72z.00,432119003.0,2766245010.0,I720,Aneurysm NOS
"Disease of arteries, arterioles and capilleries",345709014.0,G6732,G673200,705066004.0,3321887013.0,I720,Carotid artery dissection
"Disease of arteries, arterioles and capilleries",3454911000006111.0,^ESCTTR345491,,58780002.0,1231882010.0,I720,Traumatic arterial aneurysm
"Disease of arteries, arterioles and capilleries",482451000006111.0,G72y0,G72y000,10878002.0,18887011.0,I720,Aneurysm of common carotid art
"Disease of arteries, arterioles and capilleries",491271000006114.0,G724,G724.00,58780002.0,97679019.0,I720,Arterial false aneurysm
"Disease of arteries, arterioles and capilleries",3492711000006114.0,^ESCTEX349271,,61091005.0,1232171018.0,I720,External carotid aneurysm
"Disease of arteries, arterioles and capilleries",5893531000006118.0,^ESCTAN589353,,301432000.0,442728013.0,I720,Aneurysm of head and neck artery
"Disease of arteries, arterioles and capilleries",1.1928161000006114e+16,^ESCT1192816,,705066004.0,3022956010.0,I720,Internal carotid artery dissection
"Disease of arteries, arterioles and capilleries",2673001000006119.0,^ESCTCO267300,,10878002.0,1219429019.0,I720,Common carotid aneurysm
"Disease of arteries, arterioles and capilleries",41282012.0,G72y2,G72y200,24624008.0,41282012.0,I720,Aneurysm of internal carotid artery
"Disease of arteries, arterioles and capilleries",666151000006119.0,G724-1,G724.11,443089001.0,2841788011.0,I720,False aneurysm
"Disease of arteries, arterioles and capilleries",1847091000006110.0,G72D0,G72D000,846671000000106.0,2195541000000114.0,I720,Aneurysm of superficialised artery of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",4556261000006119.0,^ESCTON455626,,163018009.0,2666842016.0,I720,On examination - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",101523017.0,G72y1,G72y100,61091005.0,101523017.0,I720,Aneurysm of external carotid artery
"Disease of arteries, arterioles and capilleries",1816221000006112.8,G72B,G72B.00,710864009.0,3046504015.0,I720,Dissection of artery
"Disease of arteries, arterioles and capilleries",2232261000000110.0,G72E,G72E.00,863331000000100.0,2232261000000110.0,I720,Aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",2195661000000114.0,G72D,G72D.00,846731000000104.0,2195661000000114.0,I720,Aneurysm of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",300451018.0,G72,G72..00,432119003.0,2766245010.0,I720,Other aneurysm
"Disease of arteries, arterioles and capilleries",2195121000000112.8,G72C,G72C.00,846461000000102.0,2195121000000112.8,I720,Ruptured aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",254061017.0,2456,2456.00,163018009.0,254061017.0,I720,O/E - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",300962010.0,Gyu73,Gyu7300,233981004.0,350576010.0,I720,[X]Aneurysm of other specified arteries
"Disease of arteries, arterioles and capilleries",2195721000000112.0,G72D1,G72D100,846761000000109.0,2195721000000112.0,I720,Aneurysm of needle site of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",2893081000006112.0,^ESCTIN289308,,24624008.0,1223888010.0,I720,Internal carotid aneurysm
"Disease of arteries, arterioles and capilleries",1816211000006116.8,G72A,G72A.00,710864009.0,3046499015.0,I720,Dissection of other specified arteries
"Disease of arteries, arterioles and capilleries",1847111000006118.0,G72D2,G72D200,846801000000104.0,2195801000000114.0,I720,Aneurysm of anastomotic site of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",7598011000006114.0,^ESCTDI759801,,705066004.0,7598011000006114.0,I720,Dissection of internal carotid artery
"Disease of arteries, arterioles and capilleries",2672991000006115.0,^ESCTAN267299,,10878002.0,18887011.0,I720,Aneurysm of common carotid artery
"Disease of arteries, arterioles and capilleries",300458012.0,G720z,G720z00,29495008.0,49360017.0,I721,Aneurysm of arm artery NOS
"Disease of arteries, arterioles and capilleries",300479012.0,G72y,G72y.00,233981004.0,350576010.0,I721,Aneurysm of other artery
"Disease of arteries, arterioles and capilleries",1816141000006110.0,G725-1,G725.11,713033007.0,3287761016.0,I721,Dissection of artery of arm
"Disease of arteries, arterioles and capilleries",300484018.0,G72yz,G72yz00,432119003.0,2766245010.0,I721,Other aneurysm NOS
"Disease of arteries, arterioles and capilleries",300485017.0,G72z,G72z.00,432119003.0,2766245010.0,I721,Aneurysm NOS
"Disease of arteries, arterioles and capilleries",3454911000006111.0,^ESCTTR345491,,58780002.0,1231882010.0,I721,Traumatic arterial aneurysm
"Disease of arteries, arterioles and capilleries",491271000006114.0,G724,G724.00,58780002.0,97679019.0,I721,Arterial false aneurysm
"Disease of arteries, arterioles and capilleries",2974231000006118.0,^ESCTAN297423,,29495008.0,49360017.0,I721,Aneurysm of artery of upper extremity
"Disease of arteries, arterioles and capilleries",4778491000006112.0,^ESCTUL477849,,195273007.0,300456011.0,I721,Ulnar artery aneurysm
"Disease of arteries, arterioles and capilleries",666151000006119.0,G724-1,G724.11,443089001.0,2841788011.0,I721,False aneurysm
"Disease of arteries, arterioles and capilleries",1847091000006110.0,G72D0,G72D000,846671000000106.0,2195541000000114.0,I721,Aneurysm of superficialised artery of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",4556261000006119.0,^ESCTON455626,,163018009.0,2666842016.0,I721,On examination - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",2974241000006111.0,^ESCTAN297424,,29495008.0,484313012.0,I721,Aneurysm of upper limb artery
"Disease of arteries, arterioles and capilleries",3145711000006113.0,^ESCTSU314571,,40136003.0,1229607012.0,I721,Subclavian artery aneurysm
"Disease of arteries, arterioles and capilleries",63716015.0,G72y4,G72y400,40136003.0,63716015.0,I721,Aneurysm of subclavian artery
"Disease of arteries, arterioles and capilleries",69629017.0,G72y6,G72y600,41740005.0,69629017.0,I721,Aneurysm of axillary artery
"Disease of arteries, arterioles and capilleries",300453015.0,G7200,G720000,195271009.0,300453015.0,I721,Aneurysm of brachial artery
"Disease of arteries, arterioles and capilleries",300454014.0,G7201,G720100,195272002.0,300454014.0,I721,Aneurysm of radial artery
"Disease of arteries, arterioles and capilleries",484314018.0,G720,G720.00,29495008.0,484314018.0,I721,Aneurysm of artery of arm
"Disease of arteries, arterioles and capilleries",1816221000006112.8,G72B,G72B.00,710864009.0,3046504015.0,I721,Dissection of artery
"Disease of arteries, arterioles and capilleries",2232261000000110.0,G72E,G72E.00,863331000000100.0,2232261000000110.0,I721,Aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",2195661000000114.0,G72D,G72D.00,846731000000104.0,2195661000000114.0,I721,Aneurysm of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",300451018.0,G72,G72..00,432119003.0,2766245010.0,I721,Other aneurysm
"Disease of arteries, arterioles and capilleries",2195121000000112.8,G72C,G72C.00,846461000000102.0,2195121000000112.8,I721,Ruptured aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",254061017.0,2456,2456.00,163018009.0,254061017.0,I721,O/E - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",4778451000006118.0,^ESCTBR477845,,195271009.0,300452013.0,I721,Brachial artery aneurysm
"Disease of arteries, arterioles and capilleries",4778471000006111.0,^ESCTRA477847,,195272002.0,300455010.0,I721,Radial artery aneurysm
"Disease of arteries, arterioles and capilleries",300962010.0,Gyu73,Gyu7300,233981004.0,350576010.0,I721,[X]Aneurysm of other specified arteries
"Disease of arteries, arterioles and capilleries",2195721000000112.0,G72D1,G72D100,846761000000109.0,2195721000000112.0,I721,Aneurysm of needle site of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",1816151000006112.0,G725,G725.00,713033007.0,3287761016.0,I721,Dissection of artery of upper extremity
"Disease of arteries, arterioles and capilleries",300457019.0,G7202,G720200,195273007.0,300457019.0,I721,Aneurysm of ulnar artery
"Disease of arteries, arterioles and capilleries",3172491000006117.0,^ESCTAX317249,,41740005.0,1229791011.0,I721,Axillary artery aneurysm
"Disease of arteries, arterioles and capilleries",1816211000006116.8,G72A,G72A.00,710864009.0,3046499015.0,I721,Dissection of other specified arteries
"Disease of arteries, arterioles and capilleries",1847111000006118.0,G72D2,G72D200,846801000000104.0,2195801000000114.0,I721,Aneurysm of anastomotic site of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",300479012.0,G72y,G72y.00,233981004.0,350576010.0,I722,Aneurysm of other artery
"Disease of arteries, arterioles and capilleries",300484018.0,G72yz,G72yz00,432119003.0,2766245010.0,I722,Other aneurysm NOS
"Disease of arteries, arterioles and capilleries",300485017.0,G72z,G72z.00,432119003.0,2766245010.0,I722,Aneurysm NOS
"Disease of arteries, arterioles and capilleries",3454911000006111.0,^ESCTTR345491,,58780002.0,1231882010.0,I722,Traumatic arterial aneurysm
"Disease of arteries, arterioles and capilleries",491271000006114.0,G724,G724.00,58780002.0,97679019.0,I722,Arterial false aneurysm
"Disease of arteries, arterioles and capilleries",666151000006119.0,G724-1,G724.11,443089001.0,2841788011.0,I722,False aneurysm
"Disease of arteries, arterioles and capilleries",1847091000006110.0,G72D0,G72D000,846671000000106.0,2195541000000114.0,I722,Aneurysm of superficialised artery of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",4556261000006119.0,^ESCTON455626,,163018009.0,2666842016.0,I722,On examination - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",1816221000006112.8,G72B,G72B.00,710864009.0,3046504015.0,I722,Dissection of artery
"Disease of arteries, arterioles and capilleries",2232261000000110.0,G72E,G72E.00,863331000000100.0,2232261000000110.0,I722,Aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",2195661000000114.0,G72D,G72D.00,846731000000104.0,2195661000000114.0,I722,Aneurysm of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",300451018.0,G72,G72..00,432119003.0,2766245010.0,I722,Other aneurysm
"Disease of arteries, arterioles and capilleries",2195121000000112.8,G72C,G72C.00,846461000000102.0,2195121000000112.8,I722,Ruptured aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",254061017.0,2456,2456.00,163018009.0,254061017.0,I722,O/E - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",300962010.0,Gyu73,Gyu7300,233981004.0,350576010.0,I722,[X]Aneurysm of other specified arteries
"Disease of arteries, arterioles and capilleries",2195721000000112.0,G72D1,G72D100,846761000000109.0,2195721000000112.0,I722,Aneurysm of needle site of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",1816161000006114.0,G726,G726.00,713036004.0,3287753014.0,I722,Dissection of renal artery
"Disease of arteries, arterioles and capilleries",354499016.0,G7210,G721000,236493008.0,354499016.0,I722,Acquired renal artery aneurysm
"Disease of arteries, arterioles and capilleries",60377018.0,G721,G721.00,36184004.0,60377018.0,I722,Aneurysm of renal artery
"Disease of arteries, arterioles and capilleries",1816211000006116.8,G72A,G72A.00,710864009.0,3046499015.0,I722,Dissection of other specified arteries
"Disease of arteries, arterioles and capilleries",1847111000006118.0,G72D2,G72D200,846801000000104.0,2195801000000114.0,I722,Aneurysm of anastomotic site of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",300466015.0,G722z,G722z00,13290008.0,22740018.0,I723,Aneurysm of iliac artery NOS
"Disease of arteries, arterioles and capilleries",300479012.0,G72y,G72y.00,233981004.0,350576010.0,I723,Aneurysm of other artery
"Disease of arteries, arterioles and capilleries",300484018.0,G72yz,G72yz00,432119003.0,2766245010.0,I723,Other aneurysm NOS
"Disease of arteries, arterioles and capilleries",300485017.0,G72z,G72z.00,432119003.0,2766245010.0,I723,Aneurysm NOS
"Disease of arteries, arterioles and capilleries",3454911000006111.0,^ESCTTR345491,,58780002.0,1231882010.0,I723,Traumatic arterial aneurysm
"Disease of arteries, arterioles and capilleries",4778551000006117.0,^ESCTIN477855,,195277008.0,300465016.0,I723,Internal iliac aneurysm
"Disease of arteries, arterioles and capilleries",491271000006114.0,G724,G724.00,58780002.0,97679019.0,I723,Arterial false aneurysm
"Disease of arteries, arterioles and capilleries",4778531000006112.0,^ESCTEX477853,,195276004.0,300462018.0,I723,External iliac aneurysm
"Disease of arteries, arterioles and capilleries",666151000006119.0,G724-1,G724.11,443089001.0,2841788011.0,I723,False aneurysm
"Disease of arteries, arterioles and capilleries",1847091000006110.0,G72D0,G72D000,846671000000106.0,2195541000000114.0,I723,Aneurysm of superficialised artery of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",4556261000006119.0,^ESCTON455626,,163018009.0,2666842016.0,I723,On examination - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",5058691000006118.0,^ESCTDI505869,,233999007.0,3321893017.0,I723,Dissection of iliac artery
"Disease of arteries, arterioles and capilleries",22740018.0,G722,G722.00,13290008.0,22740018.0,I723,Aneurysm of iliac artery
"Disease of arteries, arterioles and capilleries",300460014.0,G7220,G722000,195275000.0,300460014.0,I723,Aneurysm of common iliac artery
"Disease of arteries, arterioles and capilleries",300463011.0,G7221,G722100,195276004.0,300463011.0,I723,Aneurysm of external iliac artery
"Disease of arteries, arterioles and capilleries",300464017.0,G7222,G722200,195277008.0,300464017.0,I723,Aneurysm of internal iliac artery
"Disease of arteries, arterioles and capilleries",1816221000006112.8,G72B,G72B.00,710864009.0,3046504015.0,I723,Dissection of artery
"Disease of arteries, arterioles and capilleries",2168721000000118.0,G727,G727.00,233999007.0,2168721000000118.0,I723,Dissection of iliac artery
"Disease of arteries, arterioles and capilleries",2232261000000110.0,G72E,G72E.00,863331000000100.0,2232261000000110.0,I723,Aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",2195661000000114.0,G72D,G72D.00,846731000000104.0,2195661000000114.0,I723,Aneurysm of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",300451018.0,G72,G72..00,432119003.0,2766245010.0,I723,Other aneurysm
"Disease of arteries, arterioles and capilleries",2195121000000112.8,G72C,G72C.00,846461000000102.0,2195121000000112.8,I723,Ruptured aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",254061017.0,2456,2456.00,163018009.0,254061017.0,I723,O/E - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",4778511000006118.0,^ESCTCO477851,,195275000.0,300459016.0,I723,Common iliac aneurysm
"Disease of arteries, arterioles and capilleries",300962010.0,Gyu73,Gyu7300,233981004.0,350576010.0,I723,[X]Aneurysm of other specified arteries
"Disease of arteries, arterioles and capilleries",2195721000000112.0,G72D1,G72D100,846761000000109.0,2195721000000112.0,I723,Aneurysm of needle site of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",1816211000006116.8,G72A,G72A.00,710864009.0,3046499015.0,I723,Dissection of other specified arteries
"Disease of arteries, arterioles and capilleries",1847111000006118.0,G72D2,G72D200,846801000000104.0,2195801000000114.0,I723,Aneurysm of anastomotic site of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",300477014.0,G723z,G723z00,20981007.0,35275015.0,I724,Aneurysm of leg artery NOS
"Disease of arteries, arterioles and capilleries",300479012.0,G72y,G72y.00,233981004.0,350576010.0,I724,Aneurysm of other artery
"Disease of arteries, arterioles and capilleries",1816181000006116.0,G728-1,G728.11,713032002.0,3287757010.0,I724,Dissection of artery of leg
"Disease of arteries, arterioles and capilleries",1816191000006118.0,G728,G728.00,713032002.0,3287757010.0,I724,Dissection of artery of lower extremity
"Disease of arteries, arterioles and capilleries",300484018.0,G72yz,G72yz00,432119003.0,2766245010.0,I724,Other aneurysm NOS
"Disease of arteries, arterioles and capilleries",300485017.0,G72z,G72z.00,432119003.0,2766245010.0,I724,Aneurysm NOS
"Disease of arteries, arterioles and capilleries",3454911000006111.0,^ESCTTR345491,,58780002.0,1231882010.0,I724,Traumatic arterial aneurysm
"Disease of arteries, arterioles and capilleries",216721000006114.0,G7236,G723600,312374002.0,456075013.0,I724,Post radiological femoral false aneurysm
"Disease of arteries, arterioles and capilleries",491271000006114.0,G724,G724.00,58780002.0,97679019.0,I724,Arterial false aneurysm
"Disease of arteries, arterioles and capilleries",4778611000006117.0,^ESCTPO477861,,195281008.0,300471010.0,I724,Posterior tibial aneurysm
"Disease of arteries, arterioles and capilleries",4778571000006110.0,^ESCTAN477857,,195279006.0,300467012.0,I724,Anterior tibial aneurysm
"Disease of arteries, arterioles and capilleries",2833771000006119.0,^ESCTAN283377,,20981007.0,35275015.0,I724,Aneurysm of artery of lower extremity
"Disease of arteries, arterioles and capilleries",2833781000006116.0,^ESCTAN283378,,20981007.0,480890010.0,I724,Aneurysm of lower limb artery
"Disease of arteries, arterioles and capilleries",4778591000006111.0,^ESCTDO477859,,195280009.0,300470011.0,I724,Dorsalis pedis aneurysm
"Disease of arteries, arterioles and capilleries",3280921000006115.0,^ESCTPO328092,,48273005.0,1230567015.0,I724,Popliteal artery aneurysm
"Disease of arteries, arterioles and capilleries",666151000006119.0,G724-1,G724.11,443089001.0,2841788011.0,I724,False aneurysm
"Disease of arteries, arterioles and capilleries",1847091000006110.0,G72D0,G72D000,846671000000106.0,2195541000000114.0,I724,Aneurysm of superficialised artery of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",4556261000006119.0,^ESCTON455626,,163018009.0,2666842016.0,I724,On examination - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",80421013.0,G7231,G723100,48273005.0,80421013.0,I724,Aneurysm of popliteal artery
"Disease of arteries, arterioles and capilleries",300468019.0,G7232,G723200,195279006.0,300468019.0,I724,Aneurysm of anterior tibial artery
"Disease of arteries, arterioles and capilleries",300472015.0,G7234,G723400,195281008.0,300472015.0,I724,Aneurysm of posterior tibial artery
"Disease of arteries, arterioles and capilleries",455424010.0,G7235,G723500,311798009.0,455424010.0,I724,Ruptured popliteal artery aneurysm
"Disease of arteries, arterioles and capilleries",480891014.0,G723,G723.00,20981007.0,480891014.0,I724,Aneurysm of leg artery
"Disease of arteries, arterioles and capilleries",1816221000006112.8,G72B,G72B.00,710864009.0,3046504015.0,I724,Dissection of artery
"Disease of arteries, arterioles and capilleries",2232261000000110.0,G72E,G72E.00,863331000000100.0,2232261000000110.0,I724,Aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",2195661000000114.0,G72D,G72D.00,846731000000104.0,2195661000000114.0,I724,Aneurysm of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",300451018.0,G72,G72..00,432119003.0,2766245010.0,I724,Other aneurysm
"Disease of arteries, arterioles and capilleries",2195121000000112.8,G72C,G72C.00,846461000000102.0,2195121000000112.8,I724,Ruptured aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",254061017.0,2456,2456.00,163018009.0,254061017.0,I724,O/E - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",151487012.0,G7230,G723000,91445000.0,151487012.0,I724,Aneurysm of femoral artery
"Disease of arteries, arterioles and capilleries",6015521000006118.0,^ESCTPO601552,,312374002.0,456075013.0,I724,Post-radiological femoral false aneurysm
"Disease of arteries, arterioles and capilleries",3985671000006116.0,^ESCTFE398567,,91445000.0,1235669012.0,I724,Femoral artery aneurysm
"Disease of arteries, arterioles and capilleries",300962010.0,Gyu73,Gyu7300,233981004.0,350576010.0,I724,[X]Aneurysm of other specified arteries
"Disease of arteries, arterioles and capilleries",2195721000000112.0,G72D1,G72D100,846761000000109.0,2195721000000112.0,I724,Aneurysm of needle site of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",300469010.0,G7233,G723300,195280009.0,300469010.0,I724,Aneurysm of dorsalis pedis artery
"Disease of arteries, arterioles and capilleries",1816211000006116.8,G72A,G72A.00,710864009.0,3046499015.0,I724,Dissection of other specified arteries
"Disease of arteries, arterioles and capilleries",1847111000006118.0,G72D2,G72D200,846801000000104.0,2195801000000114.0,I724,Aneurysm of anastomotic site of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",300479012.0,G72y,G72y.00,233981004.0,350576010.0,I725,Aneurysm of other artery
"Disease of arteries, arterioles and capilleries",300480010.0,G72y3,G72y300,301432000.0,442728013.0,I725,Aneurysm of neck artery NOS
"Disease of arteries, arterioles and capilleries",2871165011.0,G729,G729.00,713035000.0,3287752016.0,I725,Aneurysm and dissection of precerebral artery
"Disease of arteries, arterioles and capilleries",300484018.0,G72yz,G72yz00,432119003.0,2766245010.0,I725,Other aneurysm NOS
"Disease of arteries, arterioles and capilleries",300485017.0,G72z,G72z.00,432119003.0,2766245010.0,I725,Aneurysm NOS
"Disease of arteries, arterioles and capilleries",3454911000006111.0,^ESCTTR345491,,58780002.0,1231882010.0,I725,Traumatic arterial aneurysm
"Disease of arteries, arterioles and capilleries",491271000006114.0,G724,G724.00,58780002.0,97679019.0,I725,Arterial false aneurysm
"Disease of arteries, arterioles and capilleries",5893531000006118.0,^ESCTAN589353,,301432000.0,442728013.0,I725,Aneurysm of head and neck artery
"Disease of arteries, arterioles and capilleries",666151000006119.0,G724-1,G724.11,443089001.0,2841788011.0,I725,False aneurysm
"Disease of arteries, arterioles and capilleries",1847091000006110.0,G72D0,G72D000,846671000000106.0,2195541000000114.0,I725,Aneurysm of superficialised artery of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",4556261000006119.0,^ESCTON455626,,163018009.0,2666842016.0,I725,On examination - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",1816221000006112.8,G72B,G72B.00,710864009.0,3046504015.0,I725,Dissection of artery
"Disease of arteries, arterioles and capilleries",2232261000000110.0,G72E,G72E.00,863331000000100.0,2232261000000110.0,I725,Aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",2195661000000114.0,G72D,G72D.00,846731000000104.0,2195661000000114.0,I725,Aneurysm of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",300451018.0,G72,G72..00,432119003.0,2766245010.0,I725,Other aneurysm
"Disease of arteries, arterioles and capilleries",2195121000000112.8,G72C,G72C.00,846461000000102.0,2195121000000112.8,I725,Ruptured aneurysm of dialysis vascular access
"Disease of arteries, arterioles and capilleries",254061017.0,2456,2456.00,163018009.0,254061017.0,I725,O/E - arterial wall - aneurysm
"Disease of arteries, arterioles and capilleries",300962010.0,Gyu73,Gyu7300,233981004.0,350576010.0,I725,[X]Aneurysm of other specified arteries
"Disease of arteries, arterioles and capilleries",2195721000000112.0,G72D1,G72D100,846761000000109.0,2195721000000112.0,I725,Aneurysm of needle site of dialysis arteriovenous fistula
"Disease of arteries, arterioles and capilleries",1816211000006116.8,G72A,G72A.00,710864009.0,3046499015.0,I725,Dissection of other specified arteries
"Disease of arteries, arterioles and capilleries",1847111000006118.0,G72D2,G72D200,846801000000104.0,2195801000000114.0,I725,Aneurysm of anastomotic site of dialysis AV fistula
"Disease of arteries, arterioles and capilleries",300479012.0,G72y,G72y.00,233981004.0,350576010.0,I726,Aneurysm of other artery
"Disease of arteries, arterioles and capilleries",300484018.0,G72yz,G72yz00,432119003.0,2766245010.0,I726,Other aneurysm NOS
