Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
Arthopathies,889801000006111.0,N040-97,N040.97,69896004.0,889801000006111.0,M051 ,Rheum. arth. - elbow joint
Arthopathies,889801000006111.0,N040-97,N040.97,69896004.0,889801000006111.0,M060 ,Rheum. arth. - elbow joint
Arthopathies,889801000006111.0,N040-97,N040.97,69896004.0,889801000006111.0,M051,Rheum. arth. - elbow joint
Arthopathies,889801000006111.0,N040-97,N040.97,69896004.0,889801000006111.0,M053,Rheum. arth. - elbow joint
Arthopathies,889801000006111.0,N040-97,N040.97,69896004.0,889801000006111.0,J990,Rheum. arth. - elbow joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M050 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M061 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M058 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M080,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M064,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M063,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M068 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M068,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M081,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M062,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M052,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M063 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M058,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M062 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M059 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M059,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M069,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M060,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M052 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M053 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M069 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M45X,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M061,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M064 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M050,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M051 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M060 ,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M051,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,M053,Rheum. arth. - hand joint
Arthopathies,889781000006112.0,N040-95,N040.95,69896004.0,889781000006112.0,J990,Rheum. arth. - hand joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M050 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M061 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M058 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M080,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M064,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M063,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M068 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M068,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M081,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M062,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M052,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M063 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M058,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M062 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M059 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M059,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M069,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M060,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M052 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M053 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M069 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M45X,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M061,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M064 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M050,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M051 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M060 ,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M051,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,M053,Rheum. arth. - knee joint
Arthopathies,889761000006119.0,N040-93,N040.93,69896004.0,889761000006119.0,J990,Rheum. arth. - knee joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M050 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M061 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M058 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M080,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M064,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M063,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M068 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M068,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M081,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M062,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M052,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M063 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M058,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M062 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M059 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M059,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M069,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M060,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M052 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M053 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M069 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M45X,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M061,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M064 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M050,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M051 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M060 ,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M051,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,M053,Rheum. arth. - multiple joint
Arthopathies,889821000006118.0,N040-99,N040.99,69896004.0,889821000006118.0,J990,Rheum. arth. - multiple joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M050 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M061 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M058 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M080,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M064,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M063,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M068 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M068,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M081,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M062,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M052,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M063 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M058,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M062 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M059 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M059,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M069,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M060,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M052 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M053 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M069 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M45X,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M061,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M064 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M050,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M051 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M060 ,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M051,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,M053,Rheum. arth. - other joint
Arthopathies,889741000006118.0,N040-91,N040.91,69896004.0,889741000006118.0,J990,Rheum. arth. - other joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M050 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M061 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M058 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M080,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M064,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M063,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M068 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M068,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M081,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M062,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M052,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M063 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M058,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M062 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M059 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M059,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M069,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M060,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M052 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M053 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M069 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M45X,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M061,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M064 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M050,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M051 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M060 ,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M051,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,M053,Rheum. arth. - shoulder joint
Arthopathies,889811000006114.0,N040-98,N040.98,69896004.0,889811000006114.0,J990,Rheum. arth. - shoulder joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M050 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M061 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M058 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M080,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M064,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M063,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M068 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M068,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M081,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M062,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M052,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M063 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M058,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M062 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M059 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M059,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M069,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M060,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M052 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M053 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M069 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M45X,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M061,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M064 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M050,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M051 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M060 ,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M051,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,M053,Rheum. arth. - wrist joint
Arthopathies,889791000006110.0,N040-96,N040.96,69896004.0,889791000006110.0,J990,Rheum. arth. - wrist joint
