Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022111000006111.0,^ESCTHO402211,,93520007.0,4022111000006111.0,C810,Hodgkin's disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022431000006110.5,^ESCTHO402243,,93541001.0,154852019.0,C810,Hodgkin's paragranuloma of lymph nodes of axilla AND/OR upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022221000006113.0,^ESCTHO402222,,93525002.0,2839814011.0,C810,Hodgkin disease of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022201000006115.0,^ESCTHO402220,,93524003.0,2838942019.0,C810,"Hodgkin disease of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",396101000006112.0,ByuDB,ByuDB00,269475001.0,403706019.0,C810,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022191000006118.5,^ESCTHO402219,,93524003.0,4022191000006118.5,C810,"Hodgkin's disease of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",725221000006111.0,B6-1,B6...11,269475001.0,403706019.0,C810,Malignant neoplasm of histiocytic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4752011000006110.0,^ESCTHO475201,,188559002.0,2839018010.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022531000006113.5,^ESCTHO402253,,93545005.0,2839324011.0,C810,Hodgkin paragranuloma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4751991000006110.0,^ESCTHO475199,,188558005.0,2842357012.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of axilla and upper limb"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022151000006112.0,^ESCTHO402215,,93522004.0,4022151000006112.0,C810,Hodgkin's disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022161000006113.5,^ESCTHO402216,,93522004.0,2837756010.0,C810,Hodgkin disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4751761000006117.0,^ESCTHO475176,,188531003.0,2839123012.0,C810,Hodgkin paragranuloma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4751961000006119.0,^ESCTHO475196,,188554007.0,2840032018.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022121000006115.0,^ESCTHO402212,,93520007.0,2840063019.0,C810,Hodgkin disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5511751000006115.0,^ESCTHE551175,,269475001.0,2536042011.0,C810,Hematologic malignancy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4751741000006116.0,^ESCTHO475174,,188529007.0,2840029016.0,C810,Hodgkin paragranuloma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022491000006113.5,^ESCTHO402249,,93543003.0,154856016.0,C810,Hodgkin's paragranuloma of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022231000006111.0,^ESCTHO402223,,93526001.0,4022231000006111.0,C810,Hodgkin's disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016331000006110.5,^ESCTMA401633,,93193008.0,4016331000006110.5,C810,Malignant lymphoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1.1919601000006116e+16,^ESCT1191960,,269475001.0,411571000006113.0,C810,[X]Other malignant immunoproliferative diseases
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5511731000006110.0,^ESCTMA551173,,269475001.0,403707011.0,C810,Malignant neoplasm of lymphatic and hemopoietic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016381000006111.0,^ESCTMA401638,,93198004.0,4016381000006111.0,C810,Malignant lymphoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022211000006117.0,^ESCTHO402221,,93525002.0,4022211000006117.0,C810,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016311000006116.0,^ESCTMA401631,,93191005.0,4016311000006116.0,C810,Malignant lymphoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016371000006113.0,^ESCTMA401637,,93197009.0,4016371000006113.0,C810,Malignant lymphoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4021781000006112.0,^ESCTHO402178,,93494007.0,2839124018.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4309481000006113.5,^ESCTHO430948,,118605002.0,2663375014.0,C810,"Hodgkin lymphoma, nodular lymphocyte predominance"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022141000006110.5,^ESCTHO402214,,93521006.0,2838312010.0,C810,Hodgkin disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016321000006112.0,^ESCTMA401632,,93192003.0,4016321000006112.0,C810,Malignant lymphoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022131000006117.0,^ESCTHO402213,,93521006.0,4022131000006117.0,C810,Hodgkin's disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4752031000006116.0,^ESCTHO475203,,188562004.0,2837947011.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of multiple sites"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022461000006118.5,^ESCTHO402246,,93542008.0,154854018.0,C810,"Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4021801000006111.0,^ESCTHO402180,,93495008.0,2839642010.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1.2704881000006116e+16,^ESCT1270488,,118605002.0,826681000006115.0,C810,Hodgkin's paragranuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289616013.0,B6100,B610000,118605002.0,177024019.0,C810,Hodgkin's paragranuloma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289627010.0,B610z,B610z00,118605002.0,177024019.0,C810,Hodgkin's paragranuloma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",405081000006118.0,ByuDA,ByuDA00,269475001.0,403705015.0,C810,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",727811000006111.0,B6y,B6y..00,269475001.0,403705015.0,C810,Malignant neoplasm lymphatic or haematopoietic tissue OS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",396621000006114.0,ByuD,ByuD.00,269475001.0,403705015.0,C810,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289987014.0,B6z,B6z..00,269475001.0,403705015.0,C810,Malignant neoplasm lymphatic or haematopoietic tissue NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",2168431000000112.0,B617,B617.00,118605002.0,177024019.0,C810,Nodular lymphocyte predominant Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289624015.0,B6106,B610600,188529007.0,289624015.0,C810,Hodgkin's paragranuloma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826751000006118.0,B6101,B610100,93542008.0,154855017.0,C810,"Hodgkin's paragranuloma of lymph nodes of head, face, neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826901000006119.0,B6134,B613400,188558005.0,289654013.0,C810,"Hodgkin's, lymphocytic-histiocytic pred axilla and arm"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826941000006117.0,B6132,B613200,93495008.0,154777010.0,C810,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826951000006115.0,B6131,B613100,188554007.0,289650016.0,C810,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289705014.0,B61z2,B61z200,93522004.0,154818017.0,C810,Hodgkin's disease NOS of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289706010.0,B61z3,B61z300,93520007.0,154814015.0,C810,Hodgkin's disease NOS of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289842011.0,B62y3,B62y300,93191005.0,154196016.0,C810,Malignant lymphoma NOS of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",403710016.0,B62zz,B62zz00,269475001.0,403706019.0,C810,Lymphoid and histiocytic malignancy NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4021881000006119.0,^ESCTHO402188,,93500006.0,2840455014.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of spleen"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022481000006111.0,^ESCTHO402248,,93542008.0,2840041011.0,C810,"Hodgkin paragranuloma of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289618014.0,B6102,B610200,188524002.0,289618014.0,C810,Hodgkin's paragranuloma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289626018.0,B6108,B610800,188531003.0,289626018.0,C810,Hodgkin's paragranuloma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",354521013.0,K0J1,K0J1.00,236507000.0,354521013.0,C810,Renal involvement in malignant disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",403705015.0,B6,B6...00,269475001.0,403705015.0,C810,Malignant neoplasm of lymphatic and haemopoietic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",880781000006115.0,B6-99,B6...99,269475001.0,880781000006115.0,C810,Lymphatic tissue carcinoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4021761000006119.0,^ESCTHO402176,,93493001.0,2838756012.0,C810,"Hodgkin disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826681000006115.0,B610,B610.00,118605002.0,202988019.0,C810,Hodgkin's paragranuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826741000006115.0,B6104,B610400,93541001.0,154853012.0,C810,Hodgkin's paragranuloma of lymph nodes of axilla and arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826171000006110.0,B61z5,B61z500,93525002.0,154826013.0,C810,Hodgkin's disease NOS of lymph nodes inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4751671000006119.0,^ESCTHO475167,,188524002.0,2842575014.0,C810,Hodgkin paragranuloma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4309471000006111.0,^ESCTHO430947,,118605002.0,177024019.0,C810,Hodgkin's paragranuloma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022451000006115.0,^ESCTHO402245,,93541001.0,2839870010.0,C810,Hodgkin paragranuloma of lymph nodes of axilla AND/OR upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5511761000006118.0,^ESCTHA551176,,269475001.0,2536043018.0,C810,Haematologic malignancy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022511000006115.0,^ESCTHO402251,,93543003.0,2841726012.0,C810,Hodgkin paragranuloma of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022251000006116.0,^ESCTHO402225,,93527005.0,4022251000006116.0,C810,Hodgkin's disease of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022241000006118.5,^ESCTHO402224,,93526001.0,2838958016.0,C810,Hodgkin disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289657018.0,B6137,B613700,93500006.0,154785018.0,C810,"Hodgkin's, lymphocytic-histiocytic predominance of spleen"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",154859011.0,B6107,B610700,93545005.0,154859011.0,C810,Hodgkin's paragranuloma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289832014.0,B62y2,B62y200,93193008.0,154200014.0,C810,Malignant lymphoma NOS of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5511741000006117.0,^ESCTMA551174,,269475001.0,403708018.0,C810,Malignant tumor of lymphoid hemopoietic and related tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022261000006119.0,^ESCTHO402226,,93527005.0,2839837017.0,C810,Hodgkin disease of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826641000006114.0,B6146,B614600,188570009.0,289666019.0,C811,Hodgkin's nodular sclerosis of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",826651000006111.0,B6142,B614200,188566001.0,289662017.0,C811,Hodgkin's nodular sclerosis of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289704013.0,B61z1,B61z100,93524003.0,154823017.0,C811,"Hodgkin's disease NOS of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289709015.0,B61z6,B61z600,93521006.0,154816018.0,C811,Hodgkin's disease NOS of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289710013.0,B61z7,B61z700,93527005.0,154831010.0,C811,Hodgkin's disease NOS of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289711012.0,B61z8,B61z800,93526001.0,154829018.0,C811,Hodgkin's disease NOS of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289845013.0,B62y6,B62y600,93192003.0,154198015.0,C811,Malignant lymphoma NOS of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289846014.0,B62y7,B62y700,93198004.0,154213015.0,C811,Malignant lymphoma NOS of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289847017.0,B62y8,B62y800,93197009.0,154211018.0,C811,Malignant lymphoma NOS of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5511771000006113.0,^ESCTMA551177,,269475001.0,3084765015.0,C811,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022111000006111.0,^ESCTHO402211,,93520007.0,4022111000006111.0,C811,Hodgkin's disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022221000006113.0,^ESCTHO402222,,93525002.0,2839814011.0,C811,Hodgkin disease of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022201000006115.0,^ESCTHO402220,,93524003.0,2838942019.0,C811,"Hodgkin disease of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",396101000006112.0,ByuDB,ByuDB00,269475001.0,403706019.0,C811,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022191000006118.5,^ESCTHO402219,,93524003.0,4022191000006118.5,C811,"Hodgkin's disease of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",725221000006111.0,B6-1,B6...11,269475001.0,403706019.0,C811,Malignant neoplasm of histiocytic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4752151000006110.0,^ESCTHO475215,,188570009.0,2837941012.0,C811,"Hodgkin disease, nodular sclerosis of intrapelvic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4309571000006110.5,^ESCTHO430957,,118608000.0,2839875017.0,C811,"Hodgkin disease, nodular sclerosis"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022151000006112.0,^ESCTHO402215,,93522004.0,4022151000006112.0,C811,Hodgkin's disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4752071000006118.0,^ESCTHO475207,,188566001.0,2838939013.0,C811,"Hodgkin disease, nodular sclerosis of intrathoracic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022161000006113.5,^ESCTHO402216,,93522004.0,2837756010.0,C811,Hodgkin disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022121000006115.0,^ESCTHO402212,,93520007.0,2840063019.0,C811,Hodgkin disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5511751000006115.0,^ESCTHE551175,,269475001.0,2536042011.0,C811,Hematologic malignancy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022231000006111.0,^ESCTHO402223,,93526001.0,4022231000006111.0,C811,Hodgkin's disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016331000006110.5,^ESCTMA401633,,93193008.0,4016331000006110.5,C811,Malignant lymphoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",2659411000006112.0,^ESCTRE265941,,10006000.0,17478011.0,C811,Reattachment of retina by xenon arc photocoagulation
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4752171000006117.0,^ESCTHO475217,,188572001.0,2840177019.0,C811,"Hodgkin disease, nodular sclerosis of lymph nodes of multiple sites"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1.1919601000006116e+16,^ESCT1191960,,269475001.0,411571000006113.0,C811,[X]Other malignant immunoproliferative diseases
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5511731000006110.0,^ESCTMA551173,,269475001.0,403707011.0,C811,Malignant neoplasm of lymphatic and hemopoietic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016381000006111.0,^ESCTMA401638,,93198004.0,4016381000006111.0,C811,Malignant lymphoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022211000006117.0,^ESCTHO402221,,93525002.0,4022211000006117.0,C811,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016311000006116.0,^ESCTMA401631,,93191005.0,4016311000006116.0,C811,Malignant lymphoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016371000006113.0,^ESCTMA401637,,93197009.0,4016371000006113.0,C811,Malignant lymphoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4309551000006117.0,^ESCTHO430955,,118608000.0,177027014.0,C811,"Hodgkin's disease, nodular sclerosis (clinical)"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022141000006110.5,^ESCTHO402214,,93521006.0,2838312010.0,C811,Hodgkin disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4016321000006112.0,^ESCTMA401632,,93192003.0,4016321000006112.0,C811,Malignant lymphoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",3783571000006112.0,^ESCTRE378357,,78917001.0,503950015.0,C811,Reattachment of retina by photocoagulation
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4752091000006117.0,^ESCTHO475209,,188567005.0,2838247017.0,C811,"Hodgkin disease, nodular sclerosis of intra-abdominal lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",4022131000006117.0,^ESCTHO402213,,93521006.0,4022131000006117.0,C811,Hodgkin's disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",405081000006118.0,ByuDA,ByuDA00,269475001.0,403705015.0,C811,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",727811000006111.0,B6y,B6y..00,269475001.0,403705015.0,C811,Malignant neoplasm lymphatic or haematopoietic tissue OS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",396621000006114.0,ByuD,ByuD.00,269475001.0,403705015.0,C811,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289987014.0,B6z,B6z..00,269475001.0,403705015.0,C811,Malignant neoplasm lymphatic or haematopoietic tissue NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",987981000006112.0,7271-98,7271.98,78917001.0,987981000006112.0,C811,Laser retinal adhesion format
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1220414014.0,B614,B614.00,118608000.0,1220414014.0,C811,"Hodgkin's disease, nodular sclerosis"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",1815051000006115.2,B618,B618.00,118608000.0,1220414014.0,C811,Nodular sclerosis classical Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289705014.0,B61z2,B61z200,93522004.0,154818017.0,C811,Hodgkin's disease NOS of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",289706010.0,B61z3,B61z300,93520007.0,154814015.0,C811,Hodgkin's disease NOS of intra-abdominal lymph nodes
