Condition,OriginalReadCode,CleansedReadCode,Term
Drug or alcohol misuse,Eu135,Eu13500,[X]Mental & behav dis due to seds/hypntcs: psychotic disordr
Drug or alcohol misuse,Eu14,Eu14.00,[X]Mental and behavioural disorders due to use of cocaine
Drug or alcohol misuse,Eu141,Eu14100,[X]Mental and behav dis due to use of cocaine: harmful use
Drug or alcohol misuse,Eu142,Eu14200,[X]Mental and behav dis due to use cocaine: dependence syndr
Drug or alcohol misuse,Eu142-1,Eu14211,[X]Drug addiction - cocaine
Drug or alcohol misuse,Eu143,Eu14300,[X]Mental and behav dis due to use cocaine: withdrawal state
Drug or alcohol misuse,Eu145,Eu14500,[X]Mental & behav dis due to use cocaine: psychotic disorder
Drug or alcohol misuse,Eu147,Eu14700,[X]Men & beh dis due cocaine: resid & late-onset psychot dis
Drug or alcohol misuse,Eu15,Eu15.00,[X]Mental & behav disorder due other stimulants inc caffein
Drug or alcohol misuse,Eu151,Eu15100,[X]Ment/behav dis due to use oth stims inc caff: harmful use
Drug or alcohol misuse,Eu152,Eu15200,[X]Mental and behav dis oth stim inc caffein: dependnce synd
Drug or alcohol misuse,Eu152-1,Eu15211,[X]Drug addiction-other stimul
Drug or alcohol misuse,Eu153,Eu15300,[X]Mnt/behav dis other stimlnts inc caffeine: withdrwl state
Drug or alcohol misuse,Eu155,Eu15500,[X]Mental/behav dis oth stims inc caffeine: psychotic dis
Drug or alcohol misuse,Eu157,Eu15700,[X]Mnt/bh dis oth stm inc caffne resid/late-onset psycht dis
Drug or alcohol misuse,Eu15z,Eu15z00,[X]Ment/beh dis oth stims inc caffeine: unsp ment/behav disd
Drug or alcohol misuse,Eu16,Eu16.00,[X]Mental and behavioural disorders due to use hallucinogens
Drug or alcohol misuse,Eu161,Eu16100,[X]Mental and behav dis due to use hallucinogens: harmfl use
Drug or alcohol misuse,Eu162,Eu16200,[X]Mental and behav dis due to hallucinogens: dependence syn
Drug or alcohol misuse,Eu162-1,Eu16211,[X]Drug addiction - hallucinogen
Drug or alcohol misuse,Eu163,Eu16300,[X]Mental and behav dis due hallucinogens: withdrawal state
Drug or alcohol misuse,Eu165,Eu16500,[X]Mental & behav dis due to hallucinogens: psychotic disord
Drug or alcohol misuse,Eu167,Eu16700,[X]Mnt/bh dis due hallucngns: resid & late-onset psychot dis
Drug or alcohol misuse,Eu167-1,Eu16711,[X]Post hallucinogen perception disorder
Drug or alcohol misuse,Eu16z,Eu16z00,[X]Ment/behav dis due use hallucinogens: unsp ment/behav dis
Drug or alcohol misuse,Eu18,Eu18.00,[X]Mental & behav disorders due to use of volatile solvents
Drug or alcohol misuse,Eu181,Eu18100,[X]Mental and behav dis due volatile solvents: harmful use
Drug or alcohol misuse,Eu182,Eu18200,[X]Mental and behav dis due to vol solvents: dependence synd
Drug or alcohol misuse,Eu182-1,Eu18211,[X]Drug addiction - solvent
Drug or alcohol misuse,Eu184,Eu18400,[X]Men & beh dis vol solvents: withdrawal state wth delirium
Drug or alcohol misuse,Eu185,Eu18500,[X]Mental & behav dis due to vol solvents: psychotic disordr
Drug or alcohol misuse,Eu18z,Eu18z00,[X]Ment/behav dis due use vol solvents: unsp ment/behav dis
Drug or alcohol misuse,Eu192,Eu19200,[X]Mental and behav dis mlti/oth psych sbs: dependence syndr
Drug or alcohol misuse,Eu192-1,Eu19211,[X]Drug addiction NOS
Drug or alcohol misuse,Eu193,Eu19300,[X]Mental and behav dis mlti/oth psychoa sbs: withdrwl state
Drug or alcohol misuse,Eu194,Eu19400,[X]Mnt/bh dis mlti drg use/oth psy sbs: wthdr state + dlrium
Drug or alcohol misuse,Eu195,Eu19500,[X]Ment/behav dis mlti drug use/oth psyc sbs: psychotc dis
Drug or alcohol misuse,Eu196,Eu19600,[X]Mental/behav dis multi drg use/oth psy sbs: amnesic syndr
Drug or alcohol misuse,Eu197,Eu19700,[X]Men/beh dis mlt drg use/oth subs: resid/late psychot dis
Drug or alcohol misuse,Eu19y,Eu19y00,[X]Men/beh dis mlt drg use/oth psy sbs: oth men & behav dis
Drug or alcohol misuse,Eu19z,Eu19z00,[X]Ment/beh dis multi drug use/oth psy sbs unsp mnt/beh dis
Drug or alcohol misuse,Eu1A,Eu1A.00,[X]Mental and behavioural disorders due use of crack cocaine
Drug or alcohol misuse,Eu1A1,Eu1A100,[X]Mental behav disorders due use crack cocaine: harmful use
Drug or alcohol misuse,Eu1A5,Eu1A500,[X]Mental behav disord due crack cocaine: psychotic disorder
Drug or alcohol misuse,TJ51,TJ51.00,Adverse reaction to methadone
Drug or alcohol misuse,TJ521,TJ52100,Adverse reaction to buprenorphine
Drug or alcohol misuse,U6050-2,U605012,[X] Adverse reaction to methadone
Drug or alcohol misuse,U6050-5,U605015,[X] Adverse reaction to buprenorphine
Drug or alcohol misuse,ZV6D7,ZV6D700,[V]Drug abuse counselling and surveillance
