Condition,OriginalReadCode,CleansedReadCode,Term
"Disorders of gallbladder, biliary tract and pancreas",J644,J644.00,Bile duct calculus with other cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",J661y,J661y00,Other cholangitis
"Disorders of gallbladder, biliary tract and pancreas",J661z,J661z00,Cholangitis NOS
"Disorders of gallbladder, biliary tract and pancreas",J644z,J644z00,Bile duct calculus + other cholecystitis - obstruction NOS
"Disorders of gallbladder, biliary tract and pancreas",J6440,J644000,Bile duct calculus + other cholecystitis and no obstruction
"Disorders of gallbladder, biliary tract and pancreas",J6441,J644100,Bile duct calculus + other cholecystitis and obstruction
"Disorders of gallbladder, biliary tract and pancreas",J645z,J645z00,Bile duct calculus without cholecystitis NOS
"Disorders of gallbladder, biliary tract and pancreas",J6451,J645100,Bile duct calculus without cholecystitis with obstruction
"Disorders of gallbladder, biliary tract and pancreas",J645,J645.00,Bile duct calculus without mention of cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",J6452,J645200,Bile duct calculus NOS
"Disorders of gallbladder, biliary tract and pancreas",J661,J661.00,Cholangitis
"Disorders of gallbladder, biliary tract and pancreas",J645-1,J645.11,Choledocholithiasis
"Disorders of gallbladder, biliary tract and pancreas",J646,J646.00,Calculus of bile duct with cholangitis
"Disorders of gallbladder, biliary tract and pancreas",J64-1,J64..11,Bile duct calculus
"Disorders of gallbladder, biliary tract and pancreas",J6450,J645000,"Bile duct calculus without cholecystitis, no obstruction"
"Disorders of gallbladder, biliary tract and pancreas",J66y,J66y.00,Other bile duct disorders
"Disorders of gallbladder, biliary tract and pancreas",^ESCTHE310246,,Hepatic colic
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPE336274,,Perforation of biliary tree with fistula formation
"Disorders of gallbladder, biliary tract and pancreas",J6552,J655200,Cholecystoduodenal fistula
"Disorders of gallbladder, biliary tract and pancreas",^ESCTBI336273,,Biliary tract fistula
"Disorders of gallbladder, biliary tract and pancreas",J6422,J642200,Biliary colic
"Disorders of gallbladder, biliary tract and pancreas",J6550,J655000,Biliary fistula
"Disorders of gallbladder, biliary tract and pancreas",J6640,J664000,Choledochoduodenal fistula
"Disorders of gallbladder, biliary tract and pancreas",1965-1,1965.11,Biliary colic symptom
"Disorders of gallbladder, biliary tract and pancreas",J664z,J664z00,Fistula of bile duct NOS
"Disorders of gallbladder, biliary tract and pancreas",J66z,J66z.00,Bile duct disorder NOS
"Disorders of gallbladder, biliary tract and pancreas",J664,J664.00,Fistula of bile duct
"Disorders of gallbladder, biliary tract and pancreas",1965,1965.00,Biliary colic
"Disorders of gallbladder, biliary tract and pancreas",J6510,J651000,Chronic cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",J6521,J652100,Stenosis of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J6520,J652000,Occlusion of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J652,J652.00,Obstruction of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J653,J653.00,Mucocele of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J653-1,J653.11,Hydrops of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J654z,J654z00,Perforation of gallbladder NOS
"Disorders of gallbladder, biliary tract and pancreas",^ESCTDI286313,,Disruption of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J654,J654.00,Perforation of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J6541,J654100,Rupture of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",J6540,J654000,Rupture of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",^ESCTGA350018,,Gallbladder cholesterolosis
"Disorders of gallbladder, biliary tract and pancreas",J656,J656.00,Cholesterolosis of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J656-1,J656.11,Strawberry gallbladder
"Disorders of gallbladder, biliary tract and pancreas",R013-1,R013.11,[D]Dyskinesia
"Disorders of gallbladder, biliary tract and pancreas",^ESCTAD271418,,Adhesion of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J65y4,J65y400,Cyst of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J65y9,J65y900,Ulcer of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",J65y8,J65y800,Ulcer of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J65y2,J65y200,Atrophy of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J65y7,J65y700,Hypertrophy of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",J65y5,J65y500,Cyst of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",J65yB,J65yB00,Biliary dyskinesia
"Disorders of gallbladder, biliary tract and pancreas",J65y0,J65y000,Adhesions of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J65yC,J65yC00,Polyp of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J65y3,J65y300,Atrophy of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",J65y6,J65y600,Hypertrophy of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",^ESCTAB629791,,Absent gallbladder function
"Disorders of gallbladder, biliary tract and pancreas",^ESCTNO629792,,Non-functioning gallbladder
"Disorders of gallbladder, biliary tract and pancreas",J65y1,J65y100,Adhesions of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",J65yA,J65yA00,Nonfunctioning gallbladder
"Disorders of gallbladder, biliary tract and pancreas",^ESCTAD286176,,Adhesion of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",J620z,J620z00,Liver abscess NOS
"Disorders of gallbladder, biliary tract and pancreas",J6619,J661900,Sclerosing cholangitis unspecified
"Disorders of gallbladder, biliary tract and pancreas",J620,J620.00,Liver abscess - excluding amoebic liver abscess
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPS478786,,PSC - Primary sclerosing cholangitis
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPR301081,,Primary biliary cholangitis
"Disorders of gallbladder, biliary tract and pancreas",Jyu86,Jyu8600,[X]Disorders of gallbladder+biliary tract in diseases CE
"Disorders of gallbladder, biliary tract and pancreas",^ESCTHA301083,,Hanot's cirrhosis
"Disorders of gallbladder, biliary tract and pancreas",^ESCTDI412594,,Disease of biliary system
"Disorders of gallbladder, biliary tract and pancreas",^ESCTHE294808,,Hepatic abscess
"Disorders of gallbladder, biliary tract and pancreas",J66yz,J66yz00,Other bile duct disorder NOS
"Disorders of gallbladder, biliary tract and pancreas",J66,J66..00,Other biliary tract disorders
"Disorders of gallbladder, biliary tract and pancreas",J6615,J661500,Cholangitis lenta
"Disorders of gallbladder, biliary tract and pancreas",J666,J666.00,Biliary sepsis
"Disorders of gallbladder, biliary tract and pancreas",Jyu83,Jyu8300,[X]Other specified diseases of biliary tract
"Disorders of gallbladder, biliary tract and pancreas",J6617,J661700,Primary sclerosing cholangitis
"Disorders of gallbladder, biliary tract and pancreas",J6618,J661800,Secondary sclerosing cholangitis
"Disorders of gallbladder, biliary tract and pancreas",J6614,J661400,Ascending cholangitis
"Disorders of gallbladder, biliary tract and pancreas",J6613,J661300,Suppurative cholangitis
"Disorders of gallbladder, biliary tract and pancreas",J6160,J616000,Primary biliary cirrhosis
"Disorders of gallbladder, biliary tract and pancreas",J66y6,J66y600,Obstructive jaundice NOS
"Disorders of gallbladder, biliary tract and pancreas",^ESCTOB347207,,Obstructive hyperbilirubinemia
"Disorders of gallbladder, biliary tract and pancreas",^ESCTOB347206,,Obstructive hyperbilirubinaemia
"Disorders of gallbladder, biliary tract and pancreas",J6620,J662000,Occlusion of bile duct
"Disorders of gallbladder, biliary tract and pancreas",K08yF-1,K08yF11,Renal tubule insufficiency with biliary malformation
"Disorders of gallbladder, biliary tract and pancreas",K08yF,K08yF00,Inherited renal tubule insuffic with cholestatic jaundice
"Disorders of gallbladder, biliary tract and pancreas",J6621,J662100,Stricture of bile duct
"Disorders of gallbladder, biliary tract and pancreas",J663,J663.00,Perforation of bile duct
"Disorders of gallbladder, biliary tract and pancreas",J665,J665.00,Spasm of sphincter of Oddi
"Disorders of gallbladder, biliary tract and pancreas",J66y2,J66y200,Cyst of bile duct
"Disorders of gallbladder, biliary tract and pancreas",^ESCTDY712807,,Dysfunction of sphincter of Oddi
"Disorders of gallbladder, biliary tract and pancreas",J66y7,J66y700,Post cholecystectomy bile leakage
"Disorders of gallbladder, biliary tract and pancreas",J66y5,J66y500,Ulcer of bile duct
"Disorders of gallbladder, biliary tract and pancreas",J66y1,J66y100,Atrophy of bile duct
"Disorders of gallbladder, biliary tract and pancreas",J66y0,J66y000,Adhesions of bile duct
"Disorders of gallbladder, biliary tract and pancreas",J66y3,J66y300,Hypertrophy of bile duct
"Disorders of gallbladder, biliary tract and pancreas",^ESCTAD376853,,Adhesion of bile duct
"Disorders of gallbladder, biliary tract and pancreas",Jyu84,Jyu8400,[X]Other chronic pancreatitis
"Disorders of gallbladder, biliary tract and pancreas",Jyu87,Jyu8700,[X]Disorders of pancreas in diseases classified elsewhere
"Disorders of gallbladder, biliary tract and pancreas",^ESCTCP508106,,CP - Chronic pancreatitis
"Disorders of gallbladder, biliary tract and pancreas",J67z,J67z.00,Diseases of pancreas NOS
"Disorders of gallbladder, biliary tract and pancreas",^ESCTIN373076,,Inflammation of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J67,J67..00,Diseases of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J67yz,J67yz00,Other diseases of pancreas NOS
"Disorders of gallbladder, biliary tract and pancreas",J670z-1,J670z11,Pancreatitis
"Disorders of gallbladder, biliary tract and pancreas",J671,J671.00,Chronic pancreatitis
"Disorders of gallbladder, biliary tract and pancreas",Jyu85,Jyu8500,[X]Other specified diseases of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J67y,J67y.00,Other diseases of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J6710,J671000,Alcohol-induced chronic pancreatitis
"Disorders of gallbladder, biliary tract and pancreas",J672z,J672z00,Pancreatic cyst and pseudocyst NOS
"Disorders of gallbladder, biliary tract and pancreas",^ESCTCY300396,,Cyst of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J6720,J672000,Pancreatic cyst
"Disorders of gallbladder, biliary tract and pancreas",J672,J672.00,Cyst and pseudocyst of pancreas
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPA419488,,Pancreatic pseudocyst
"Disorders of gallbladder, biliary tract and pancreas",J6721,J672100,Pseudocyst of pancreas
"Disorders of gallbladder, biliary tract and pancreas",C10L,C10L.00,Fibrocalculous pancreatopathy
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPE253570,,Peripancreatic necrosis
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPA274438,,Pancreatolithiasis
"Disorders of gallbladder, biliary tract and pancreas",J67y6,J67y600,Exocrine pancreatic insufficiency
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPE253569,,Peripancreatic fat necrosis
"Disorders of gallbladder, biliary tract and pancreas",^ESCTEP326575,,EPI
"Disorders of gallbladder, biliary tract and pancreas",^ESCTCI291521,,Cirrhosis of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J67y1,J67y100,Calculus of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J67y2,J67y200,Fibrosis of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J67y3,J67y300,Aseptic necrosis of pancreas
"Disorders of gallbladder, biliary tract and pancreas",J67y0,J67y000,Atrophy of pancreas
"Disorders of gallbladder, biliary tract and pancreas",ESCTMA7,,Malnutrition-related diabetes mellitus - fibrocalculous
"Disorders of gallbladder, biliary tract and pancreas",C10L0,C10L000,Fibrocalculous pancreatopathy without complication
"Disorders of gallbladder, biliary tract and pancreas",J67y5,J67y500,Pancreatic insufficiency
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPA393458,,Pancreatic atrophy
"Disorders of gallbladder, biliary tract and pancreas",^ESCTST311305,,Sterile pancreatic necrosis
"Disorders of gallbladder, biliary tract and pancreas",^ESCTPA326576,,Pancreatic exocrine insufficiency
"Disorders of gallbladder, biliary tract and pancreas",J67y4,J67y400,Fat necrosis of pancreas
"Disorders of gallbladder, biliary tract and pancreas",C10G0,C10G000,Secondary pancreatic diabetes mellitus without complication
"Disorders of gallbladder, biliary tract and pancreas",C10G,C10G.00,Secondary pancreatic diabetes mellitus
