Condition,OriginalReadCode,CleansedReadCode,Term
Inflammatory diseases of the female pelvic organs,^ESCTME274380,,Metritis
Inflammatory diseases of the female pelvic organs,K4051,K405100,Pelvic cellulitis unspecified
Inflammatory diseases of the female pelvic organs,K405z,K405z00,Parametritis and pelvic cellulitis NOS
Inflammatory diseases of the female pelvic organs,K404z,K404z00,Chronic pelvic inflammatory diseases NOS
Inflammatory diseases of the female pelvic organs,K4050,K405000,Parametritis unspecified
Inflammatory diseases of the female pelvic organs,K4y,K4y..00,Other specified female pelvic inflammatory disease
Inflammatory diseases of the female pelvic organs,K40z-1,K40z.11,PID
Inflammatory diseases of the female pelvic organs,K40z,K40z.00,Female pelvic inflammatory diseases NOS
Inflammatory diseases of the female pelvic organs,K40y,K40y.00,Other female pelvic organ inflammatory diseases
Inflammatory diseases of the female pelvic organs,^ESCT1248540,,Female pelvic inflammatory diseases NOS
Inflammatory diseases of the female pelvic organs,^ESCTCH300707,,Chronic abscess of parametrium
Inflammatory diseases of the female pelvic organs,^ESCTFE563886,,Female pelvic cellulitis
Inflammatory diseases of the female pelvic organs,K40z-2,K40z.12,Female pelvic infection
Inflammatory diseases of the female pelvic organs,K4,K4...00,Female pelvic inflammatory diseases
Inflammatory diseases of the female pelvic organs,^ESCTCH398121,,Chronic abscess of pouch of Douglas
Inflammatory diseases of the female pelvic organs,^ESCTCH354943,,Chronic abscess of female pelvis
Inflammatory diseases of the female pelvic organs,^ESCTCH510272,,Chronic PID - Chronic pelvic inflammatory disease
Inflammatory diseases of the female pelvic organs,^ESCTFE479133,,Female pelvic inflammation
Inflammatory diseases of the female pelvic organs,^ESCTCH354944,,Chronic pelvic abscess - female
Inflammatory diseases of the female pelvic organs,K408,K408.00,Other chronic female pelvic peritonitis
Inflammatory diseases of the female pelvic organs,Kyu82,Kyu8200,[X]Other diseases of Bartholin's gland
Inflammatory diseases of the female pelvic organs,Kyu86,Kyu8600,[X]Vulvovaginal ulceration+inflammation in other diseases CE
Inflammatory diseases of the female pelvic organs,Kyu8,Kyu8.00,[X]Inflammatory diseases of female pelvic organs
Inflammatory diseases of the female pelvic organs,Kyu84,Kyu8400,[X]Ulceration of vulva in infectious+parasitic diseases CE
Inflammatory diseases of the female pelvic organs,K404,K404.00,Chronic parametritis and pelvic cellulitis
Inflammatory diseases of the female pelvic organs,K405,K405.00,Parametritis and pelvic cellulitis unspecified
Inflammatory diseases of the female pelvic organs,^ESCTCH375822,,Chronic abscess of broad ligament
Inflammatory diseases of the female pelvic organs,K4-98,K4...98,Pelvic inflammatory disease
Inflammatory diseases of the female pelvic organs,K4043,K404300,Chronic abscess of the female pelvis
Inflammatory diseases of the female pelvic organs,K4044,K404400,Chronic abscess of the pouch of Douglas
Inflammatory diseases of the female pelvic organs,K4-99,K4...99,Female pelvic inflamm diseases
Inflammatory diseases of the female pelvic organs,K4z,K4z..00,Female pelvic inflammatory disease NOS
Inflammatory diseases of the female pelvic organs,K4-97,K4...97,Pelvic inflam. disease NOS
Inflammatory diseases of the female pelvic organs,K4042,K404200,Chronic abscess of the parametrium
Inflammatory diseases of the female pelvic organs,Kyu80,Kyu8000,[X]Other specified female pelvic inflammatory diseases
Inflammatory diseases of the female pelvic organs,Kyu83,Kyu8300,[X]Other specified inflammation of vagina and vulva
Inflammatory diseases of the female pelvic organs,Kyu85,Kyu8500,"[X]Vaginits,vulvits+vulvovaginitis/infect+parasitc diseas CE"
Inflammatory diseases of the female pelvic organs,K4-96,K4...96,Female pelvic inflam. dis. NOS
Inflammatory diseases of the female pelvic organs,K40z-99,K40z.99,Pelvic inflam. disease NOS
Inflammatory diseases of the female pelvic organs,K4041,K404100,Chronic abscess of the broad ligament
Inflammatory diseases of the female pelvic organs,K40z-3,K40z.13,PID - pelvic inflammatory disease
Inflammatory diseases of the female pelvic organs,K40,K40..00,"Ovarian, fallopian tube and pelvic inflammatory diseases"
Inflammatory diseases of the female pelvic organs,Kyu81,Kyu8100,[X]Female pelvic inflammatory disorders in other diseases CE
Inflammatory diseases of the female pelvic organs,K4061,K406100,Female pelvic peritonitis unspecified
Inflammatory diseases of the female pelvic organs,Kyu87,Kyu8700,"[X]Female pelvic peritonitis, unspecified"
Inflammatory diseases of the female pelvic organs,^ESCTCH479153,,Chronic female pelvic peritonitis
Inflammatory diseases of the female pelvic organs,K4045,K404500,Female chronic pelvic peritonitis
Inflammatory diseases of the female pelvic organs,K407z,K407z00,Female pelvic peritoneal adhesions NOS
Inflammatory diseases of the female pelvic organs,K4071,K407100,Tubo-ovarian peritoneal adhesions
Inflammatory diseases of the female pelvic organs,K4070,K407000,Peritubal peritoneal adhesions
Inflammatory diseases of the female pelvic organs,^ESCTPE376389,,Peritubal adhesions
Inflammatory diseases of the female pelvic organs,^ESCTTU298977,,Tubo-ovarian peritoneal adhesion
Inflammatory diseases of the female pelvic organs,^ESCTTU298976,,Tubo-ovarian adhesions
Inflammatory diseases of the female pelvic organs,^ESCTAD364124,,Adhesive peritoneal band
Inflammatory diseases of the female pelvic organs,^ESCTPE376390,,Peritubal peritoneal adhesion
Inflammatory diseases of the female pelvic organs,^ESCTPE364125,,Peritoneal band
Inflammatory diseases of the female pelvic organs,K407-99,K407.99,Female pelvic periton. adhes.
Inflammatory diseases of the female pelvic organs,K407,K407.00,Female pelvic peritoneal adhesions
Inflammatory diseases of the female pelvic organs,J560,J560.00,Peritoneal adhesions
Inflammatory diseases of the female pelvic organs,J560z,J560z00,Peritoneal adhesions NOS
Inflammatory diseases of the female pelvic organs,^ESCTIN510325,,Infective vaginitis
Inflammatory diseases of the female pelvic organs,^ESCTIN299645,,Inflammation of vagina
Inflammatory diseases of the female pelvic organs,^ESCTNO694263,,Nonspecific vaginitis
Inflammatory diseases of the female pelvic organs,^ESCT1187590,,Nonspecific bacterial vaginosis
Inflammatory diseases of the female pelvic organs,^ESCTVA510326,,Vaginal infection
Inflammatory diseases of the female pelvic organs,^ESCTPO272956,,Postirradiation vaginitis
Inflammatory diseases of the female pelvic organs,^ESCTPV510327,,PV - Vaginal infection
Inflammatory diseases of the female pelvic organs,^ESCTPO272957,,Post-irradiation vaginitis
Inflammatory diseases of the female pelvic organs,^ESCTNS694262,,NSV - Nonspecific vaginitis
Inflammatory diseases of the female pelvic organs,^ESCTBV694260,,BV - Bacterial vaginosis
Inflammatory diseases of the female pelvic organs,K4219,K421900,Bacterial vaginitis
Inflammatory diseases of the female pelvic organs,K4213,K421300,Postirradiation vaginitis
Inflammatory diseases of the female pelvic organs,A3By7,A3By700,Gardnerella vaginalis
Inflammatory diseases of the female pelvic organs,K4210,K421000,Vaginitis unspecified
Inflammatory diseases of the female pelvic organs,K4219-1,K421911,Bacterial vaginosis
Inflammatory diseases of the female pelvic organs,^ESCTAV694259,,AV - Anaerobic vaginosis
Inflammatory diseases of the female pelvic organs,K4211,K421100,Vulvitis unspecified
Inflammatory diseases of the female pelvic organs,^ESCTDI353009,,Disease of cervix
Inflammatory diseases of the female pelvic organs,Lyu33,Lyu3300,[X]Maternal care for other abnormalities of cervix
Inflammatory diseases of the female pelvic organs,^ESCTTB420023,,TB - Urinary tuberculosis
Inflammatory diseases of the female pelvic organs,^ESCTTR310577,,Trachelitis
Inflammatory diseases of the female pelvic organs,^ESCTDI353010,,Disorder of cervix
Inflammatory diseases of the female pelvic organs,^ESCTDI353008,,Disorder of uterine cervix
Inflammatory diseases of the female pelvic organs,K55y,K55y.00,Other noninflammatory cervical disorders
Inflammatory diseases of the female pelvic organs,K55yz,K55yz00,Other noninflammatory cervical disorder NOS
Inflammatory diseases of the female pelvic organs,L2461,L246100,Other cervical abnormality - baby delivered
Inflammatory diseases of the female pelvic organs,L246,L246.00,Other cervical abnormality in pregnancy/childbirth/puerp
Inflammatory diseases of the female pelvic organs,L246z,L246z00,Other cervical abnormality in pregnancy/childbirth/puerp NOS
Inflammatory diseases of the female pelvic organs,L2463,L246300,Other cervical abn complicating a/n care- baby not delivered
Inflammatory diseases of the female pelvic organs,L2464,L246400,Other cervical abn complicating p/n care - baby deliv prev
Inflammatory diseases of the female pelvic organs,L2462,L246200,Other cervical abnormality - baby delivered+postpartum compl
Inflammatory diseases of the female pelvic organs,L2460,L246000,Other cervical abnormality affecting obstetric care
Inflammatory diseases of the female pelvic organs,Kyu99,Kyu9900,[X]Other specified noninflammatory disorders/cervix uteri
Inflammatory diseases of the female pelvic organs,^ESCTCE310578,,Cervicitis
Inflammatory diseases of the female pelvic organs,^ESCTIN310576,,Inflammatory disease of the cervix
Inflammatory diseases of the female pelvic organs,A168,A168.00,Tuberculosis of urinary tract
Inflammatory diseases of the female pelvic organs,A163,A163.00,Tuberculosis of other urinary organs
Inflammatory diseases of the female pelvic organs,K4200,K420000,Cervicitis unspecified
Inflammatory diseases of the female pelvic organs,^ESCTUR420022,,Urinary tuberculosis
Inflammatory diseases of the female pelvic organs,A78A5,A78A500,Chlamydial infection of genital organs NEC
Inflammatory diseases of the female pelvic organs,A78AX,A78AX00,"Chlamydial infection of genitourinary tract, unspecified"
Inflammatory diseases of the female pelvic organs,A78A3,A78A300,Chlamydial inf of pelviperitoneum oth genitourinary organs
Inflammatory diseases of the female pelvic organs,Ayu4K,Ayu4K00,"[X]Chlamydial infection of genitourinary tract, unspecified"
Inflammatory diseases of the female pelvic organs,K4250,K425000,Ulceration of vulva unspecified
Inflammatory diseases of the female pelvic organs,K425z,K425z00,Ulceration of vulva NOS
Inflammatory diseases of the female pelvic organs,A5410,A541000,Genital herpes unspecified
Inflammatory diseases of the female pelvic organs,^ESCTVU361691,,Vulvar ulceration
Inflammatory diseases of the female pelvic organs,^ESCTRE722945,,Recurrent genital Herpes simplex type 1 infection
Inflammatory diseases of the female pelvic organs,A5418,A541800,Recurrent genital herpes simplex type 1
Inflammatory diseases of the female pelvic organs,A5419,A541900,Recurrent genital herpes simplex type 2
Inflammatory diseases of the female pelvic organs,A5416,A541600,Genital herpes simplex type 1
Inflammatory diseases of the female pelvic organs,^ESCTHS474232,,HSV - Anogenital herpes simplex virus infection
Inflammatory diseases of the female pelvic organs,^ESCTAN474233,,Anogenital herpes simplex virus infection
Inflammatory diseases of the female pelvic organs,^ESCTHE304456,,Herpes genitalis
Inflammatory diseases of the female pelvic organs,K4211-1,K421111,Vulval sores
Inflammatory diseases of the female pelvic organs,K425,K425.00,Ulceration of vulva
Inflammatory diseases of the female pelvic organs,A5415,A541500,Anogenital herpesviral infection
Inflammatory diseases of the female pelvic organs,A5417,A541700,Genital herpes simplex type 2
Inflammatory diseases of the female pelvic organs,A541z,A541z00,Genital herpes simplex NOS
Inflammatory diseases of the female pelvic organs,Ayu4G,Ayu4G00,"[X]Anogenital herpes viral infection, unspecified"
Inflammatory diseases of the female pelvic organs,^ESCTGE724120,,Genital Herpes simplex type 1 infection
Inflammatory diseases of the female pelvic organs,A541,A541.00,Genital herpes simplex
Inflammatory diseases of the female pelvic organs,^ESCTHE700665,,Herpes simplex type 2 genital infection
Inflammatory diseases of the female pelvic organs,^ESCTRE722947,,Recurrent genital Herpes simplex type 2 infection
Inflammatory diseases of the female pelvic organs,K4212,K421200,Vulvovaginitis unspecified
Inflammatory diseases of the female pelvic organs,K421z,K421z00,Vaginitis and vulvovaginitis NOS
Inflammatory diseases of the female pelvic organs,K421,K421.00,Vaginitis and vulvovaginitis
Inflammatory diseases of the female pelvic organs,AB22,AB22.00,Other urogenital candidiasis
Inflammatory diseases of the female pelvic organs,AB22z,AB22z00,Other urogenital candida NOS
Inflammatory diseases of the female pelvic organs,^ESCTVA300090,,Vaginal ulceration
Inflammatory diseases of the female pelvic organs,K42y2,K42y200,Ulcer of vagina
Inflammatory diseases of the female pelvic organs,^ESCTVA300088,,Vaginal ulcer
