Condition,OriginalReadCode,CleansedReadCode,Term
Diverticular disease of the intestine,J5102,J510200,Diverticulosis of the ileum
Diverticular disease of the intestine,^ESCTDI359179,,Diverticulitis of ileum
Diverticular disease of the intestine,793,793..00,Other parts of heart and pericardium operations
Diverticular disease of the intestine,793z,793z.00,Other parts of heart and pericardium operations NOS
Diverticular disease of the intestine,^ESCTDI478606,,Diverticulum of jejunum
Diverticular disease of the intestine,J5112,J511200,Diverticulitis of the ileum
Diverticular disease of the intestine,J5111,J511100,Diverticulitis of the jejunum
Diverticular disease of the intestine,^ESCTPR504654,,Procedure for arrhythmia
Diverticular disease of the intestine,^ESCTCA355586,,Cardiac surgery procedure
Diverticular disease of the intestine,J5117,J511700,Diverticulitis of the large intestine NOS
Diverticular disease of the intestine,J5126,J512600,Perforated diverticulum of large intestine unspecified
Diverticular disease of the intestine,J5105,J510500,Diverticulosis of the colon
Diverticular disease of the intestine,79342,7934200,Transluminal radiofreq ablation heart conducting system NEC
Diverticular disease of the intestine,^ESCTDI375114,,Diverticulitis of colon with perforation
Diverticular disease of the intestine,^ESCTDI659701,,Diverticulosis of the colon
Diverticular disease of the intestine,79341,7934100,Percut transluminal ablation of heart conducting system NEC
Diverticular disease of the intestine,^ESCT1185121,,Symptomatic diverticulosis of colon
Diverticular disease of the intestine,J5125,J512500,Perforated diverticulum of colon
Diverticular disease of the intestine,J5116,J511600,Diverticulitis of the large intestine unspecified
Diverticular disease of the intestine,^ESCTDI659700,,Diverticulosis of colon
Diverticular disease of the intestine,J5127,J512700,Perforated diverticulum of large intestine NOS
Diverticular disease of the intestine,J5115,J511500,Diverticulitis of the colon
Diverticular disease of the intestine,^ESCT1185119,,Perforation and abscess co-occurrent and due to diverticular disease of both small and large intestine
Diverticular disease of the intestine,79344,7934400,Percutaneous transluminal ablation of accessory pathway
Diverticular disease of the intestine,J5128,J512800,Divertic disease/both sml+lge intestin with perforat+abscess
Diverticular disease of the intestine,^ESCT1185120,,Perforation and abscess with diverticular disease of small and large intestine
Diverticular disease of the intestine,790-4,790..14,Heart wall operations
Diverticular disease of the intestine,790-1,790..11,Heart atria and ventricle operations
Diverticular disease of the intestine,79311,7931100,Exploration of heart NEC
Diverticular disease of the intestine,79312,7931200,Cardiotomy NEC
Diverticular disease of the intestine,J5108,J510800,Divertic dis/both sml+lge intestin without perfor or abscess
Diverticular disease of the intestine,790-2,790..12,Heart chambers operations
Diverticular disease of the intestine,J5106,J510600,Diverticulosis of the large intestine unspecified
Diverticular disease of the intestine,J510,J510.00,Diverticulosis
Diverticular disease of the intestine,J51-99,J51..99,Diverticular disease NOS
Diverticular disease of the intestine,^ESCT1178432,,Symptomatic diverticulosis of large intestine
Diverticular disease of the intestine,J510y,J510y00,Diverticulosis unspecified
Diverticular disease of the intestine,J510z,J510z00,Diverticulosis NOS
Diverticular disease of the intestine,^ESCT1192444,,Diverticulosis unspecified
Diverticular disease of the intestine,J51-1,J51..11,Diverticular disease
Diverticular disease of the intestine,J5107,J510700,Diverticulosis of the large intestine NOS
Diverticular disease of the intestine,^ESCTDD659423,,DD - Diverticular disease
