Condition,OriginalReadCode,CleansedReadCode,Term
polyneuropathies,F3702,F370200,Miller-Fisher syndrome
polyneuropathies,F371,F371.00,Polyneuropathy in collagen vascular disease
polyneuropathies,F3711,F371100,Polyneuropathy in polyarteritis nodosa
polyneuropathies,F371z,F371z00,Polyneuropathy in collagen vascular disease NOS
polyneuropathies,F374,F374.00,Polyneuropathy in disease EC
polyneuropathies,F3740,F374000,Polyneuropathy in amyloidosis
polyneuropathies,F3741,F374100,Polyneuropathy in beriberi
polyneuropathies,F3742,F374200,Polyneuropathy in vitamin B deficiency
polyneuropathies,F3743,F374300,Polyneuropathy in diphtheria
polyneuropathies,F3745,F374500,Polyneuropathy in hypoglycaemia
polyneuropathies,F3746,F374600,Polyneuropathy in mumps
polyneuropathies,F3748,F374800,Polyneuropathy in porphyria
polyneuropathies,F3749,F374900,Polyneuropathy in sarcoidosis
polyneuropathies,F374A,F374A00,Polyneuropathy in uraemia
polyneuropathies,F374z,F374z00,Polyneuropathy in disease NOS
polyneuropathies,F375,F375.00,Alcoholic polyneuropathy
polyneuropathies,F376,F376.00,Polyneuropathy due to drugs
polyneuropathies,F377,F377.00,Other toxic agent polyneuropathy
polyneuropathies,F378,F378.00,Intercostal neuropathy
polyneuropathies,F37X,F37X.00,"Inflammatory polyneuropathy, unspecified"
polyneuropathies,F37y,F37y.00,Other toxic or inflammatory neuropathy
polyneuropathies,F37y0,F37y000,Serum neuropathy
polyneuropathies,F37y1,F37y100,Axonal sensorimotor neuropathy
polyneuropathies,F37z,F37z.00,Toxic or inflammatory neuropathy NOS
polyneuropathies,F37z-1,F37z.11,Polyneuropathy unspecified
polyneuropathies,F3y,F3y..00,Other specified disorders of peripheral nervous system
polyneuropathies,F3z,F3z..00,Peripheral nervous system disorder NOS
polyneuropathies,Fyu69,Fyu6900,[X]Other lesions of median nerve
polyneuropathies,Fyu6A,Fyu6A00,[X]Other mononeuropathies of upper limb
polyneuropathies,Fyu6B,Fyu6B00,[X]Other mononeuropathies of lower limb
polyneuropathies,Fyu6C,Fyu6C00,[X]Other specified mononeuropathies
polyneuropathies,Fyu6D,Fyu6D00,[X]Other mononeuropathies in diseases classified elsewhere
polyneuropathies,Fyu7,Fyu7.00,[X]Polyneuropathies & other disord of peripheral nerv syst
polyneuropathies,Fyu70,Fyu7000,[X]Other hereditary and idiopathic neuropathies
polyneuropathies,Fyu71,Fyu7100,[X]Other inflammatory polyneuropathies
polyneuropathies,Fyu72,Fyu7200,[X]Other specified polyneuropathies
polyneuropathies,Fyu75,Fyu7500,[X]Polyneuropathy/other endocrine+metabolic diseases CE
polyneuropathies,Fyu78,Fyu7800,[X]Polyneuropathy/other musculoskeletal disorders CE
polyneuropathies,Fyu7B,Fyu7B00,"[X]Inflammatory polyneuropathy, unspecified"
polyneuropathies,Fyu7C,Fyu7C00,"[X] Polyneuropathy, unspecified"
polyneuropathies,M2717,M271700,Neuropathic foot ulcer
polyneuropathies,N035,N035.00,Neuropathic arthropathy
polyneuropathies,N035-2,N035.12,Neuropathic arthritis
polyneuropathies,N11y2,N11y200,Neuropathic spondylopathy
polyneuropathies,N134-4,N134.14,Ulnar neuritis
polyneuropathies,SD722,SD72200,Neuropathic foot blister
