Condition,OriginalReadCode,CleansedReadCode,Term
Schizophrenia,Eu21,Eu21.00,[X]Schizotypal disorder
Schizophrenia,E10,E10..00,Schizophrenic disorders
Schizophrenia,Eu2z,Eu2z.00,[X]Unspecified nonorganic psychosis
Schizophrenia,E101,E101.00,Hebephrenic schizophrenia
Schizophrenia,E105,E105.00,Latent schizophrenia
Schizophrenia,1464,1464.00,H/O: schizophrenia
Schizophrenia,Eu20,Eu20.00,[X]Schizophrenia
Schizophrenia,E10y,E10y.00,Other schizophrenia
Schizophrenia,Eu24,Eu24.00,[X]Induced delusional disorder
Schizophrenia,Eu26,Eu26.00,[X]Nonorganic psychosis in remission
Schizophrenia,E12z,E12z.00,Paranoid psychosis NOS
Schizophrenia,E121,E121.00,Chronic paranoid psychosis
Schizophrenia,Eu2,Eu2..00,"[X]Schizophrenia, schizotypal and delusional disorders"
Schizophrenia,E106,E106.00,Residual schizophrenia
Schizophrenia,E123,E123.00,Shared paranoid disorder
Schizophrenia,E120,E120.00,Simple paranoid state
Schizophrenia,E10z,E10z.00,Schizophrenia NOS
Schizophrenia,E12y,E12y.00,Other paranoid states
Schizophrenia,Eu22y-1,Eu22y11,[X]Delusional dysmorphophobia
Schizophrenia,Eu22y-3,Eu22y13,[X]Paranoia querulans
Schizophrenia,Eu22y-2,Eu22y12,[X]Involutional paranoid state
Schizophrenia,^ESCTPA355573,,Paraphrenic schizophrenia
Schizophrenia,Eu200-1,Eu20011,[X]Paraphrenic schizophrenia
Schizophrenia,Eu220-2,Eu22012,[X]Paranoid state
Schizophrenia,Eu220-1,Eu22011,[X]Paranoid psychosis
Schizophrenia,^ESCTPA476439,,Paranoia
Schizophrenia,E12-99,E12..99,Paranoia
Schizophrenia,^ESCTIN311671,,Involutional paraphrenia
Schizophrenia,Eu220-3,Eu22013,[X]Paraphrenia - late
Schizophrenia,Eu252-2,Eu25212,[X]Mixed schizophrenic and affective psychosis
Schizophrenia,^ESCTMI551797,,Mixed schizophrenic and affective psychosis
Schizophrenia,Eu252-1,Eu25211,[X]Cyclic schizophrenia
Schizophrenia,Eu232-2,Eu23212,[X]Brief schizophrenifrm psych
Schizophrenia,Eu232-4,Eu23214,[X]Schizophrenic reaction
Schizophrenia,Eu232-1,Eu23211,[X]Brief schizophreniform disorder
Schizophrenia,Eu232-3,Eu23213,[X]Oneirophrenia
Schizophrenia,^ESCTSC419617,,"Schizophrenia, catatonic, in remission"
Schizophrenia,^ESCTPA823252,,Paranoid state in remission
Schizophrenia,^ESCTSU476389,,Subchronic schizoaffective schizophrenia
Schizophrenia,^ESCTCH270557,,Chronic disorganized schizophrenia
Schizophrenia,^ESCTCH270556,,Chronic disorganised schizophrenia
Schizophrenia,Eu21-4,Eu21.14,[X]Prepsychotic schizophrenia
Schizophrenia,^ESCTSC524896,,Schizophrenic prodrome
Schizophrenia,Eu21-5,Eu21.15,[X]Prodromal schizophrenia
Schizophrenia,^ESCTDI300561,,"Disorganized schizophrenia, in remission"
Schizophrenia,^ESCTDI300560,,Disorganized schizophrenia in remission
Schizophrenia,^ESCTDI300559,,Disorganised schizophrenia in remission
Schizophrenia,E10y-1,E10y.11,Cenesthopathic schizophrenia
Schizophrenia,^ESCTPA352741,,"Paranoid schizophrenia, in remission"
Schizophrenia,^ESCTCH386266,,Chronic schizophrenia
Schizophrenia,^ESCTSU293895,,Subchronic disorganised schizophrenia
Schizophrenia,^ESCTSU293896,,Subchronic disorganized schizophrenia
Schizophrenia,E10-99,E10..99,Schizophrenic psychoses
Schizophrenia,E10-98,E10..98,Schizophrenic psychoses NOS
Schizophrenia,E100-1,E100.11,Schizophrenia simplex
Schizophrenia,212W,212W.00,Schizophrenia resolved
Schizophrenia,^ESCTCO620157,,Cotard syndrome
Schizophrenia,^ESCTCO620156,,Cotard's syndrome
Schizophrenia,^ESCTLA476386,,"Latent schizophrenia, in remission"
Schizophrenia,^ESCTSC476394,,"Schizoaffective schizophrenia, in remission"
Schizophrenia,^ESCTSC476395,,"Schizophrenia, schizoaffective, in remission"
Schizophrenia,Eu21-7,Eu21.17,[X]Pseudopsychopathic schizophrenia
Schizophrenia,Eu21-8,Eu21.18,[X]Schizotypal personality disorder
Schizophrenia,^ESCTSC300026,,Schizoptypal disorder
Schizophrenia,Eu21-6,Eu21.16,[X]Pseudoneurotic schizophrenia
Schizophrenia,Eu25z-1,Eu25z11,[X]Schizoaffective psychosis NOS
Schizophrenia,E104-1,E104.11,Oneirophrenia
Schizophrenia,^ESCTSC257794,,"Schizophrenia, in remission"
Schizophrenia,Eu21-2,Eu21.12,[X]Borderline schizophrenia
Schizophrenia,^ESCT1248045,,"[X]Schizophrenia, schizotypal and delusional disorders"
Schizophrenia,Eu231-1,Eu23111,[X]Bouffee delirante with symptoms of schizophrenia
Schizophrenia,Eu21-3,Eu21.13,[X]Latent schizophrenia
Schizophrenia,Eu21-1,Eu21.11,[X]Latent schizophrenic reaction
Schizophrenia,E121-1,E121.11,Sander's disease
Schizophrenia,Eu600-1,Eu60011,[X]Expansive paranoid personality disorder
Schizophrenia,Eu600,Eu60000,[X]Paranoid personality disorder
Schizophrenia,E210,E210.00,Paranoid personality disorder
Schizophrenia,Eu600-2,Eu60012,[X]Fanatic paranoid personality disorder
Schizophrenia,Eu600-4,Eu60014,[X]Sensitive paranoid personality disorder
Schizophrenia,Eu600-3,Eu60013,[X]Querulant personality disorder
Schizophrenia,^ESCTPO502390,,Post-schizophrenic depression
Schizophrenia,Eu24-1,Eu24.11,[X]Folie a deux
Schizophrenia,E123-1,E123.11,Folie a deux
Schizophrenia,Eu202-1,Eu20211,[X]Catatonic stupor
Schizophrenia,Eu202-2,Eu20212,[X]Schizophrenic catalepsy
Schizophrenia,Eu202-3,Eu20213,[X]Schizophrenic catatonia
Schizophrenia,^ESCTSC476369,,"Schizophrenia, catatonic"
Schizophrenia,Eu202-4,Eu20214,[X]Schizophrenic flexibilatis cerea
Schizophrenia,^ESCTSC476370,,Schizophrenic flexibilatis cerea
Schizophrenia,Eu601,Eu60100,[X]Schizoid personality disorder
Schizophrenia,E2120,E212000,Unspecified schizoid personality disorder
Schizophrenia,E212z,E212z00,Schizoid personality disorder NOS
Schizophrenia,E212,E212.00,Schizoid personality disorder
Schizophrenia,Eu205-1,Eu20511,[X]Chronic undifferentiated schizophrenia
Schizophrenia,Eu203-1,Eu20311,[X]Atypical schizophrenia
Schizophrenia,Eu20y-1,Eu20y11,[X]Cenesthopathic schizophrenia
Schizophrenia,Eu20y-3,Eu20y13,[X]Schizophrenifrm psychos NOS
Schizophrenia,Eu20y-2,Eu20y12,[X]Schizophreniform disord NOS
Schizophrenia,212T,212T.00,"Psychosis, schizophrenia + bipolar affective disord resolved"
Schizophrenia,Eu201-1,Eu20111,[X]Disorganised schizophrenia
Schizophrenia,^ESCTDI306813,,Disorganized schizophrenia
Schizophrenia,^ESCTDI306812,,Disorganised schizophrenia
Schizophrenia,Eu250-1,Eu25011,"[X]Schizoaffective psychosis, manic type"
Schizophrenia,Eu250-2,Eu25012,"[X]Schizophreniform psychosis, manic type"
Schizophrenia,^ESCTSC552457,,"Schizophreniform psychosis, manic type"
Schizophrenia,Eu251-1,Eu25111,"[X]Schizoaffective psychosis, depressive type"
Schizophrenia,^ESCTSC387861,,"Schizophreniform psychosis, depressive type"
Schizophrenia,Eu251-2,Eu25112,"[X]Schizophreniform psychosis, depressive type"
Schizophrenia,E106-1,E106.11,Restzustand - schizophrenia
Schizophrenia,^ESCTRE291636,,Restzustand
Schizophrenia,Eu205-2,Eu20512,[X]Restzustand schizophrenic
Schizophrenia,E107-1,E107.11,Cyclic schizophrenia
Schizophrenia,^ESCTHI453993,,History of schizophrenia
