Condition,ReadCode,CleansedReadCode,Term
Polyneuropathies and other disorders of the peripheral nervous system,F3y,F3y..00,Other specified disorders of peripheral nervous system
Polyneuropathies and other disorders of the peripheral nervous system,F3z,F3z..00,Peripheral nervous system disorder NOS
Polyneuropathies and other disorders of the peripheral nervous system,Fyu13,Fyu1300,[X]Paraneoplastic neuromyopathy and neuropathy
Polyneuropathies and other disorders of the peripheral nervous system,Fyu69,Fyu6900,[X]Other lesions of median nerve
Polyneuropathies and other disorders of the peripheral nervous system,Fyu6A,Fyu6A00,[X]Other mononeuropathies of upper limb
Polyneuropathies and other disorders of the peripheral nervous system,Fyu6B,Fyu6B00,[X]Other mononeuropathies of lower limb
Polyneuropathies and other disorders of the peripheral nervous system,Fyu6C,Fyu6C00,[X]Other specified mononeuropathies
Polyneuropathies and other disorders of the peripheral nervous system,Fyu6D,Fyu6D00,[X]Other mononeuropathies in diseases classified elsewhere
Polyneuropathies and other disorders of the peripheral nervous system,Fyu7,Fyu7.00,[X]Polyneuropathies & other disord of peripheral nerv syst
Polyneuropathies and other disorders of the peripheral nervous system,Fyu71,Fyu7100,[X]Other inflammatory polyneuropathies
Polyneuropathies and other disorders of the peripheral nervous system,Fyu72,Fyu7200,[X]Other specified polyneuropathies
Polyneuropathies and other disorders of the peripheral nervous system,Fyu75,Fyu7500,[X]Polyneuropathy/other endocrine+metabolic diseases CE
Polyneuropathies and other disorders of the peripheral nervous system,Fyu78,Fyu7800,[X]Polyneuropathy/other musculoskeletal disorders CE
Polyneuropathies and other disorders of the peripheral nervous system,Fyu7B,Fyu7B00,"[X]Inflammatory polyneuropathy, unspecified"
Polyneuropathies and other disorders of the peripheral nervous system,Fyu7C,Fyu7C00,"[X] Polyneuropathy, unspecified"
Polyneuropathies and other disorders of the peripheral nervous system,M2717,M271700,Neuropathic foot ulcer
Polyneuropathies and other disorders of the peripheral nervous system,N035,N035.00,Neuropathic arthropathy
Polyneuropathies and other disorders of the peripheral nervous system,N035-2,N035.12,Neuropathic arthritis
Polyneuropathies and other disorders of the peripheral nervous system,N11y2,N11y200,Neuropathic spondylopathy
Polyneuropathies and other disorders of the peripheral nervous system,N134-4,N134.14,Ulnar neuritis
Polyneuropathies and other disorders of the peripheral nervous system,SD722,SD72200,Neuropathic foot blister
